序號,縣市,鄉鎮市區,測站,監測日期,測項(單位),0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
137,桃園市,觀音區,觀音,2016/4/23,一氧化氮 NO (ppb),0.7,0.7,1.7,1.9,4,2,5.4,8.5,9,5.1,3.4,2.3,1.4,1.3,1.2,2.2,1.3,1,0.9,0.9,0.8,0.9,1,0.9
138,桃園市,觀音區,觀音,2016/4/22,小時風向值 WD_HR (degrees),249,250,253,256,252,258,299,304,304,298,311,299,282,262,251,257,254,235,192,232,280,1.9,62,332
139,桃園市,觀音區,觀音,2016/4/22,一氧化氮 NO (ppb),0.3,0.3,0.5,3.8,0.9,1.1,3.9,4.3,,3.9,,,,3.2,2.3,1.6,0.9,0.7,0.8,0.9,0.8,0.7,0.8,0.6
140,桃園市,觀音區,觀音,2016/4/22,二氧化氮 NO2 (ppb),9.1,8.9,7.2,17,12,13,15,14,,11,,,,14,15,16,9.2,8.5,13,15,13,9.2,8.1,8.3
141,桃園市,觀音區,觀音,2016/4/22,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,桃園市,觀音區,觀音,2016/4/22,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,桃園市,觀音區,觀音,2016/4/22,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,桃園市,觀音區,觀音,2016/4/22,風速 WIND_SPEED (m/sec),4,4.4,4.6,4.7,4.9,3.3,1.5,1.4,2,2,2.3,2.3,2.2,2,2.3,2.6,1.8,1.1,0.6,1.4,1.6,1,0.5,0.9
145,桃園市,觀音區,觀音,2016/4/22,溫度 AMB_TEMP (℃),26,26,26,25,25,25,24,24,25,25,25,26,26,26,26,25,25,25,25,25,25,24,24,24
146,桃園市,觀音區,觀音,2016/4/22,風向 WIND_DIREC (degrees),248,257,256,253,253,260,296,307,285,327,308,312,274,279,257,261,238,203,138,265,298,84,53,45
147,桃園市,觀音區,觀音,2016/4/22,小時風速值 WS_HR (m/sec),4.9,3.8,4.4,4.3,3.6,4,1.7,0.7,1.3,1.6,1.2,1.6,1.6,1.9,2.7,2.2,1.6,1.4,0.6,0.6,1.2,0.4,0.4,0.7
148,桃園市,觀音區,觀音,2016/4/22,臭氧 O3 (ppb),15,14,16,13,17,17,13,14,18,22,,,33,42,46,49,58,56,48,38,39,56,53,49
149,桃園市,觀音區,觀音,2016/4/22,懸浮微粒 PM 10  (μg/m 3 ),47,50,44,39,36,36,39,46,53,61,64,,65,62,57,55,56,54,56,53,60,61,63,59
150,桃園市,觀音區,觀音,2016/4/22,氮氧化物 NOx (ppb),9.4,9.2,7.7,20,13,14,19,18,,14,,,,17,18,17,10,9.2,14,16,14,9.9,8.9,8.9
151,桃園市,觀音區,觀音,2016/4/22,二氧化硫 SO2 (ppb),2.8,3,2.5,2.6,2.1,1.8,3.9,4.1,3.5,3.6,,,3.4,2.6,2.2,2.3,2.7,1.9,2.3,2.1,3.1,3.4,3.3,3.2
152,桃園市,觀音區,觀音,2016/4/22,細懸浮微粒 PM 2.5  (μg/m 3 ),20,24,19,19,17,20,21,23,23,29,35,,36,32,31,32,37,39,43,41,41,40,39,37
153,桃園市,觀音區,觀音,2016/4/22,相對濕度 RH (percent),91,92,92,92,92,92,92,92,89,86,86,83,82,80,81,84,85,86,88,87,88,90,91,90
154,桃園市,觀音區,觀音,2016/4/22,一氧化碳 CO (ppm),0.16,0.16,0.15,0.14,0.15,0.15,0.2,0.24,0.23,0.24,,,0.24,0.25,0.23,0.25,0.25,0.28,0.36,0.34,0.35,0.28,0.27,0.26
155,桃園市,觀音區,觀音,2016/4/21,小時風向值 WD_HR (degrees),156,202,193,152,215,180,158,165,226,243,259,254,254,256,257,254,251,242,239,245,249,255,253,252
156,桃園市,觀音區,觀音,2016/4/21,一氧化碳 CO (ppm),0.5,0.51,0.49,0.56,0.46,0.51,0.56,0.67,0.49,0.41,0.48,0.42,0.27,0.19,0.19,0.16,0.16,0.17,0.17,0.16,0.17,0.22,0.2,0.21
157,桃園市,觀音區,觀音,2016/4/21,二氧化氮 NO2 (ppb),23,25,22,26,16,18,22,25,16,13,24,17,12,19,22,5.2,5,6.2,4.9,4.7,6.4,10,10,19
158,桃園市,觀音區,觀音,2016/4/21,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,桃園市,觀音區,觀音,2016/4/21,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,桃園市,觀音區,觀音,2016/4/21,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,桃園市,觀音區,觀音,2016/4/21,風速 WIND_SPEED (m/sec),0.8,0.5,0.9,0.9,0.5,1.3,0.7,1.7,3.6,5.2,4.9,7.2,8.8,7.4,7.4,7.3,6.8,5.9,5.8,5.7,4.1,4.8,4.6,5.3
162,桃園市,觀音區,觀音,2016/4/21,溫度 AMB_TEMP (℃),24,23,24,24,24,24,24,25,27,28,29,30,30,30,29,28,27,26,26,26,26,26,26,26
163,桃園市,觀音區,觀音,2016/4/21,風向 WIND_DIREC (degrees),197,218,175,173,234,156,137,202,232,257,260,251,254,256,254,251,250,241,230,244,253,256,250,251
164,桃園市,觀音區,觀音,2016/4/21,小時風速值 WS_HR (m/sec),0.6,0.6,0.6,0.6,0.9,0.5,0.8,0.9,2.2,4.3,5.3,6.8,7.3,7.5,7.4,7.2,6.6,5.3,5.6,5.4,4.2,4.4,4.6,5.2
165,桃園市,觀音區,觀音,2016/4/21,臭氧 O3 (ppb),21,15,17,12,28,22,15,18,32,47,58,70,59,39,37,34,32,29,26,24,21,17,17,10
166,桃園市,觀音區,觀音,2016/4/21,懸浮微粒 PM 10  (μg/m 3 ),97,79,60,67,76,84,84,92,93,91,88,90,76,63,49,52,49,47,40,36,42,46,44,45
167,桃園市,觀音區,觀音,2016/4/21,氮氧化物 NOx (ppb),24,26,23,27,17,19,26,31,19,15,28,19,13,24,28,6.2,5.7,7,5.2,5.1,6.8,11,11,25
168,桃園市,觀音區,觀音,2016/4/21,二氧化硫 SO2 (ppb),3.2,2.8,3.3,2.7,2.4,2.7,3.7,3.7,3.9,3.6,5.5,5.1,3.9,2.2,2.2,1.4,1.5,1.7,1.5,1.5,2.3,3.2,3,4.1
169,桃園市,觀音區,觀音,2016/4/21,細懸浮微粒 PM 2.5  (μg/m 3 ),55,55,45,49,52,55,51,52,51,49,45,48,45,35,23,20,15,12,17,19,24,16,15,15
170,桃園市,觀音區,觀音,2016/4/21,相對濕度 RH (percent),79,81,81,87,86,87,88,87,80,73,76,73,72,72,80,85,88,90,91,90,91,92,92,91
171,桃園市,觀音區,觀音,2016/4/21,一氧化氮 NO (ppb),1.1,0.8,0.9,1.1,0.5,0.7,3.4,5.6,3.1,2.3,3.7,2.5,1.1,4.8,5.3,1,0.7,0.7,0.3,0.4,0.4,0.5,0.5,5.7
172,桃園市,觀音區,觀音,2016/4/20,小時風向值 WD_HR (degrees),212,176,172,172,180,249,251,333,20,329,315,312,305,299,295,290,248,233,255,225,215,191,132,180
173,桃園市,觀音區,觀音,2016/4/20,一氧化碳 CO (ppm),0.75,0.72,0.61,0.57,0.49,0.51,0.46,0.37,0.27,0.28,0.28,0.27,0.27,0.26,0.25,0.25,0.25,0.29,0.34,0.31,0.38,0.37,0.51,0.59
174,桃園市,觀音區,觀音,2016/4/20,二氧化氮 NO2 (ppb),32,28,29,26,24,20,18,12,6.8,8,6.8,7.1,6.4,6.5,5.4,5.7,11,8.5,13,10,9.7,9.7,28,29
175,桃園市,觀音區,觀音,2016/4/20,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,桃園市,觀音區,觀音,2016/4/20,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,桃園市,觀音區,觀音,2016/4/20,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,桃園市,觀音區,觀音,2016/4/20,風速 WIND_SPEED (m/sec),1,1.2,0.9,1.7,1,1.2,3.4,2.3,1.8,2,1.8,2.2,2.5,2.5,2.4,1.6,1.4,1.5,1.8,1.2,0.9,0.8,0.9,0.7
179,桃園市,觀音區,觀音,2016/4/20,溫度 AMB_TEMP (℃),22,22,22,21,22,21,22,23,23,24,24,25,25,25,24,24,24,24,24,23,23,23,24,24
180,桃園市,觀音區,觀音,2016/4/20,風向 WIND_DIREC (degrees),211,175,130,187,239,247,296,57,328,294,352,309,290,290,299,270,211,251,260,216,198,111,152,144
181,桃園市,觀音區,觀音,2016/4/20,小時風速值 WS_HR (m/sec),0.6,1.1,1,1,0.7,1.3,0.7,0.5,0.8,0.8,1.2,1.2,1.6,2.1,1.9,1.3,0.9,1.2,1.7,1.2,0.8,0.6,0.7,0.6
182,桃園市,觀音區,觀音,2016/4/20,臭氧 O3 (ppb),11,8.6,4.3,4.9,5.9,7.1,16,39,45,48,54,60,68,75,76,75,70,74,64,64,57,54,28,13
183,桃園市,觀音區,觀音,2016/4/20,懸浮微粒 PM 10  (μg/m 3 ),42,47,50,52,56,60,64,65,76,79,85,77,76,74,73,67,63,67,72,73,71,72,84,99
184,桃園市,觀音區,觀音,2016/4/20,氮氧化物 NOx (ppb),33,29,32,28,27,21,23,14,8.4,9.5,8.1,8.7,7.6,7.5,6.2,6.6,12,9.3,14,11,10,10,29,30
185,桃園市,觀音區,觀音,2016/4/20,二氧化硫 SO2 (ppb),4,3.3,3.5,3.7,5.6,3.6,4.1,4.4,2.5,3.4,3.2,3.4,2.7,2,1.5,1.4,1.3,2.2,2.7,1.2,1.7,1.8,3.6,3.4
186,桃園市,觀音區,觀音,2016/4/20,細懸浮微粒 PM 2.5  (μg/m 3 ),23,23,25,26,33,35,27,28,22,24,18,19,23,34,37,43,34,41,42,50,47,46,49,58
187,桃園市,觀音區,觀音,2016/4/20,相對濕度 RH (percent),82,84,88,91,91,92,92,92,91,88,86,84,83,82,84,83,84,85,87,90,91,90,90,89
188,桃園市,觀音區,觀音,2016/4/20,一氧化氮 NO (ppb),1.3,1.1,2.6,2.2,2.4,1.7,5,1.9,1.6,1.5,1.2,1.6,1.2,1,0.8,0.9,0.9,0.8,0.7,0.7,0.7,0.7,0.9,1
189,桃園市,觀音區,觀音,2016/4/19,小時風向值 WD_HR (degrees),84,85,82,83,80,78,82,75,67,64,53,51,50,49,52,49,49,46,58,81,90,66,61,251
190,桃園市,觀音區,觀音,2016/4/19,一氧化碳 CO (ppm),0.53,0.49,0.41,0.33,0.29,0.29,0.33,0.32,0.31,0.32,0.26,0.23,,0.25,0.27,0.27,0.27,0.28,0.42,0.58,0.68,0.64,0.67,0.75
191,桃園市,觀音區,觀音,2016/4/19,二氧化氮 NO2 (ppb),33,30,25,18,22,16,27,11,9.8,11,6.1,3.9,,2.6,4.5,4.1,4.4,5.8,23,44,34,26,23,30
192,桃園市,觀音區,觀音,2016/4/19,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,桃園市,觀音區,觀音,2016/4/19,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,桃園市,觀音區,觀音,2016/4/19,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,桃園市,觀音區,觀音,2016/4/19,風速 WIND_SPEED (m/sec),2.9,4,4.6,4.5,4.5,4.5,4.5,5.2,5.5,6.1,6.1,7,6.7,6.6,6.1,5.5,5.7,4.8,2.4,1.8,1.6,1.2,0.5,0.6
196,桃園市,觀音區,觀音,2016/4/19,溫度 AMB_TEMP (℃),18,18,18,18,18,19,19,20,21,22,23,23,24,24,25,25,24,24,24,24,23,23,23,22
197,桃園市,觀音區,觀音,2016/4/19,風向 WIND_DIREC (degrees),90,83,82,82,76,81,83,74,64,51,53,50,50,51,49,50,46,46,85,82,95,34,330,228
198,桃園市,觀音區,觀音,2016/4/19,小時風速值 WS_HR (m/sec),3.6,4,4.6,4.5,4.1,3.9,3.9,4.7,4.9,4.7,5.9,6.6,6.8,6.6,5.8,5.5,5.3,5.3,2.3,2,1.3,1,0.5,0.4
199,桃園市,觀音區,觀音,2016/4/19,臭氧 O3 (ppb),25,32,36,40,37,42,30,46,50,53,59,60,,62,61,60,60,57,35,16,21,23,23,12
200,桃園市,觀音區,觀音,2016/4/19,懸浮微粒 PM 10  (μg/m 3 ),38,41,43,41,40,42,42,41,37,38,43,45,47,43,44,42,42,42,50,50,46,40,36,39
201,桃園市,觀音區,觀音,2016/4/19,氮氧化物 NOx (ppb),34,31,26,19,23,17,30,14,12,13,7.7,5,,3.2,5.6,5.2,5.3,6.6,24,45,36,27,24,31
202,桃園市,觀音區,觀音,2016/4/19,二氧化硫 SO2 (ppb),8.2,15,12,5.1,6.5,4.4,7,4.3,4.9,6.2,2.6,1.7,,1.5,2.2,1.7,1.5,1.7,5.6,14,7.4,2.4,3.3,3.3
203,桃園市,觀音區,觀音,2016/4/19,細懸浮微粒 PM 2.5  (μg/m 3 ),13,15,9,8,11,13,16,11,18,17,15,15,11,13,7,8,11,8,8,15,18,23,14,17
204,桃園市,觀音區,觀音,2016/4/19,相對濕度 RH (percent),83,82,83,81,80,79,79,75,71,70,71,71,71,71,72,74,76,80,79,75,76,78,79,80
205,桃園市,觀音區,觀音,2016/4/19,一氧化氮 NO (ppb),1.1,1.4,0.9,0.8,0.7,0.7,3.1,2.6,2.3,2.4,1.6,1.1,,0.7,1.1,1.1,0.9,0.8,1.2,1.8,1.6,1.3,0.9,0.9
206,桃園市,觀音區,觀音,2016/4/18,小時風向值 WD_HR (degrees),83,94,240,295,93,69,116,100,43,46,51,50,50,53,48,54,68,57,80,86,84,86,88,83
207,桃園市,觀音區,觀音,2016/4/18,一氧化碳 CO (ppm),0.72,0.74,0.73,0.61,0.54,0.58,0.61,0.76,0.73,0.63,0.51,0.41,0.28,0.26,0.26,0.31,0.38,0.38,0.41,0.43,0.43,0.44,0.53,0.55
208,桃園市,觀音區,觀音,2016/4/18,二氧化氮 NO2 (ppb),19,18,23,7.7,4.6,6.8,17,20,27,16,9.6,4.7,4,3.6,3.8,5.3,15,10,13,18,19,21,20,25
209,桃園市,觀音區,觀音,2016/4/18,酸雨 PH_RAIN (pH),0,0,0,0,0,4.2,4.6,0,4.8,4.5,4.5,4.5,0,0,4.3,0,0,0,0,0,0,0,0,0
210,桃園市,觀音區,觀音,2016/4/18,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,19,9.6,0,7.8,27,24,44,0,0,82,0,0,0,0,0,0,0,0,0
211,桃園市,觀音區,觀音,2016/4/18,降雨強度 RAIN_INT (㎜),0,0,0,0,0,17,5.5,0,0.5,0.5,2.5,2,0,0,1.5,0,0,0,0,0,0,0,0,0
212,桃園市,觀音區,觀音,2016/4/18,風速 WIND_SPEED (m/sec),1.1,1,0.8,,4.3,3.4,3,1.2,1.5,2.6,4,7.6,6.4,5.3,6.9,5.2,4.4,4.5,5,5,4.6,4.3,3.7,3.8
213,桃園市,觀音區,觀音,2016/4/18,溫度 AMB_TEMP (℃),23,23,23,21,19,19,19,20,21,21,20,19,18,18,18,18,18,18,18,18,18,18,18,18
214,桃園市,觀音區,觀音,2016/4/18,風向 WIND_DIREC (degrees),76,90,243,288,66,97,121,10,54,46,63,51,50,55,47,67,66,60,94,87,84,88,87,84
215,桃園市,觀音區,觀音,2016/4/18,小時風速值 WS_HR (m/sec),1.2,1.3,0.3,4.2,1.3,2.4,2.9,0.9,1,1.9,3.3,6.3,6.7,5.1,6.3,6,4.6,4.9,4.3,4.5,5,4.3,3.7,3.6
216,桃園市,觀音區,觀音,2016/4/18,臭氧 O3 (ppb),25,20,12,46,70,64,52,45,34,49,59,64,57,57,57,58,52,54,51,45,46,42,31,29
217,桃園市,觀音區,觀音,2016/4/18,懸浮微粒 PM 10  (μg/m 3 ),39,39,46,49,44,41,44,43,45,33,34,25,24,22,30,37,37,37,37,38,37,37,40,36
218,桃園市,觀音區,觀音,2016/4/18,氮氧化物 NOx (ppb),20,19,24,8.2,5.1,7.4,18,21,32,18,11,5.4,4.7,4.3,4.4,6.1,16,11,14,19,20,22,21,26
219,桃園市,觀音區,觀音,2016/4/18,二氧化硫 SO2 (ppb),3.9,3,3.4,2.1,1.3,2.2,5.6,4,5.2,2.3,2.2,1.1,1.1,1,1.3,1.8,6,4,4.8,5.8,9.2,7.8,3.4,8.4
220,桃園市,觀音區,觀音,2016/4/18,細懸浮微粒 PM 2.5  (μg/m 3 ),24,20,18,20,15,9,5,6,3,6,5,7,3,11,9,8,1,1,7,7,10,10,12,16
221,桃園市,觀音區,觀音,2016/4/18,相對濕度 RH (percent),88,89,89,89,89,92,92,91,91,89,92,92,91,89,90,86,81,85,87,89,85,83,86,86
222,桃園市,觀音區,觀音,2016/4/18,一氧化氮 NO (ppb),1.3,1.2,1.2,0.5,0.6,0.6,1.2,1.4,4.6,2.1,1.1,0.8,0.7,0.7,0.6,0.9,1.2,0.9,0.8,1,1,0.7,0.8,0.7
223,桃園市,觀音區,觀音,2016/4/17,小時風向值 WD_HR (degrees),252,252,259,262,277,293,243,251,51,73,92,95,62,92,93,93,103,114,113,104,107,117,117,85
224,桃園市,觀音區,觀音,2016/4/17,一氧化碳 CO (ppm),0.24,0.22,0.24,0.25,0.17,0.17,0.19,0.23,0.25,0.33,0.4,0.49,0.5,0.5,0.49,0.51,0.53,0.57,0.63,0.72,0.74,0.71,0.68,0.69
225,桃園市,觀音區,觀音,2016/4/17,二氧化氮 NO2 (ppb),9.4,11,13,18,9.8,10,5.7,8.4,7.6,13,15,13,15,11,11,10,13,18,18,24,25,22,19,19
226,桃園市,觀音區,觀音,2016/4/17,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,桃園市,觀音區,觀音,2016/4/17,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,桃園市,觀音區,觀音,2016/4/17,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,桃園市,觀音區,觀音,2016/4/17,風速 WIND_SPEED (m/sec),5.1,5,3.8,3.1,2.7,0.6,1.1,0.7,4.4,3.6,3.4,3.4,3.8,5.3,5.5,4.4,5,3.6,3.4,2.4,2.9,2.7,1.8,1.9
230,桃園市,觀音區,觀音,2016/4/17,溫度 AMB_TEMP (℃),26,26,26,26,24,23,23,23,23,22,24,24,24,24,24,23,23,22,23,23,23,23,23,23
231,桃園市,觀音區,觀音,2016/4/17,風向 WIND_DIREC (degrees),248,258,265,267,311,243,239,316,50,65,106,85,87,93,91,93,110,115,117,90,110,116,134,95
232,桃園市,觀音區,觀音,2016/4/17,小時風速值 WS_HR (m/sec),4.6,4.4,4.1,3.8,2.3,1.4,0.6,0.3,2.6,3.5,3,3.7,3.7,5.2,5.3,4,4.8,4.5,3.4,2.5,2.3,2.9,2.3,1.2
233,桃園市,觀音區,觀音,2016/4/17,臭氧 O3 (ppb),8.1,5.9,3.8,1.6,6,10,14,12,16,21,24,35,40,53,57,58,53,48,41,33,31,31,31,27
234,桃園市,觀音區,觀音,2016/4/17,懸浮微粒 PM 10  (μg/m 3 ),37,35,38,39,39,37,37,31,29,33,51,55,52,47,48,47,42,42,39,42,43,57,57,51
235,桃園市,觀音區,觀音,2016/4/17,氮氧化物 NOx (ppb),10,12,16,35,12,12,7.2,11,11,18,20,17,18,13,13,11,15,19,20,26,26,24,20,21
236,桃園市,觀音區,觀音,2016/4/17,二氧化硫 SO2 (ppb),1.8,2.5,3.5,4,3.3,2.7,1.3,1.1,1.9,4.8,4.4,5.1,7,3.6,3.2,2.6,2.1,2.7,4,7.6,4.8,6.6,5,3.9
237,桃園市,觀音區,觀音,2016/4/17,細懸浮微粒 PM 2.5  (μg/m 3 ),6,2,11,12,18,16,18,17,16,20,29,27,32,24,24,20,20,21,18,21,27,24,24,24
238,桃園市,觀音區,觀音,2016/4/17,相對濕度 RH (percent),78,80,78,82,89,92,92,92,92,92,89,78,80,76,76,76,79,83,82,82,82,84,85,87
239,桃園市,觀音區,觀音,2016/4/17,一氧化氮 NO (ppb),0.7,0.8,2.1,18,2.2,1.5,1.5,2.7,3,4.5,4.2,3.8,3.3,2.1,1.5,1.4,1.7,1.5,1.6,1.7,1.6,1.6,1.4,1.4
240,桃園市,觀音區,觀音,2016/4/16,一氧化氮 NO (ppb),0.9,0.8,0.7,0.7,0.6,0.8,3.6,2.8,0.8,0.9,1.1,2.2,1.4,1.6,3.2,0.8,0.9,1.2,0.9,0.7,0.6,0.6,0.7,0.6
241,桃園市,觀音區,觀音,2016/4/16,一氧化碳 CO (ppm),0.36,0.23,0.23,0.22,0.25,0.31,0.4,0.33,0.23,0.26,0.29,0.32,0.32,0.24,0.21,0.16,0.17,0.2,0.18,0.17,0.15,0.21,0.22,0.23
242,桃園市,觀音區,觀音,2016/4/16,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,桃園市,觀音區,觀音,2016/4/16,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,桃園市,觀音區,觀音,2016/4/16,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,桃園市,觀音區,觀音,2016/4/16,小時風向值 WD_HR (degrees),264,306,316,239,187,259,252,255,287,281,68,17,262,261,253,250,247,253,256,253,243,239,246,247
246,桃園市,觀音區,觀音,2016/4/16,風速 WIND_SPEED (m/sec),1.3,1.7,0.9,1.3,1.9,0.5,2,2.4,1.4,0.8,1.2,1.5,6,5.3,9,10,9.1,7.8,8.8,7.4,6.8,7.2,6.1,4.9
247,桃園市,觀音區,觀音,2016/4/16,溫度 AMB_TEMP (℃),22,21,20,20,20,20,21,21,20,20,21,22,25,25,26,27,28,28,28,28,27,27,27,27
248,桃園市,觀音區,觀音,2016/4/16,風向 WIND_DIREC (degrees),263,312,232,203,221,202,255,272,276,242,73,266,257,263,252,247,248,255,257,244,241,231,244,248
249,桃園市,觀音區,觀音,2016/4/16,小時風速值 WS_HR (m/sec),0.9,1.9,0.1,1.2,1.4,0.9,1.1,2.2,1.5,0.7,0.2,0.1,5.3,5.3,7.8,9.3,8.8,8,8.4,7.5,6.4,6.1,5.9,5.4
250,桃園市,觀音區,觀音,2016/4/16,臭氧 O3 (ppb),24,49,51,50,41,26,13,24,45,47,40,35,59,56,44,41,31,25,19,17,16,12,11,9.9
251,桃園市,觀音區,觀音,2016/4/16,懸浮微粒 PM 10  (μg/m 3 ),36,48,61,73,73,73,67,59,54,54,69,83,83,83,66,56,38,35,34,38,35,40,38,39
252,桃園市,觀音區,觀音,2016/4/16,氮氧化物 NOx (ppb),23,5.6,5.1,3.8,5.5,9.6,22,16,7.5,7.9,10,17,10,11,15,4.1,4.9,8.9,7.1,5.8,4.8,7.2,8.3,8.9
253,桃園市,觀音區,觀音,2016/4/16,二氧化硫 SO2 (ppb),3.3,2.7,3.4,1.8,1.7,2,2.4,2.7,2.3,1.9,2,2.5,2.6,3.3,2.4,2.1,2.9,3.8,2.7,2.2,2,2.9,2,2.3
254,桃園市,觀音區,觀音,2016/4/16,細懸浮微粒 PM 2.5  (μg/m 3 ),25,32,34,35,29,34,26,29,25,34,44,51,59,49,39,26,19,19,17,18,15,10,8,6
255,桃園市,觀音區,觀音,2016/4/16,相對濕度 RH (percent),92,92,92,92,92,92,92,92,92,92,92,92,92,88,87,82,68,70,65,68,71,70,70,74
256,桃園市,觀音區,觀音,2016/4/16,二氧化氮 NO2 (ppb),22,4.8,4.4,3.1,4.9,8.9,18,13,6.7,7.1,9.1,15,8.7,9.3,12,3.3,4,7.7,6.2,5,4.2,6.6,7.7,8.3
257,桃園市,觀音區,觀音,2016/4/15,一氧化氮 NO (ppb),0.6,0.7,0.5,0.8,0.9,0.9,4.4,6.9,5.2,4.2,3.5,3.7,2.2,1.6,1,1.3,1.2,1,1,0.9,0.8,0.7,0.7,0.9
258,桃園市,觀音區,觀音,2016/4/15,一氧化碳 CO (ppm),0.24,0.25,0.24,0.24,0.28,0.27,0.31,0.42,0.42,0.5,0.46,0.41,0.41,0.35,0.35,0.43,0.46,0.35,0.36,0.32,0.31,0.21,0.22,0.31
259,桃園市,觀音區,觀音,2016/4/15,酸雨 PH_RAIN (pH),4.2,0,0,0,0,0,0,0,0,0,0,0,4.3,0,4.1,0,0,3.9,4,0,0,0,,4.3
260,桃園市,觀音區,觀音,2016/4/15,導電度 RAIN_COND (μmho/cm),51,0,0,0,0,0,0,0,0,0,0,0,56,0,54,0,0,98,56,0,0,0,,36
261,桃園市,觀音區,觀音,2016/4/15,降雨強度 RAIN_INT (㎜),1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1.5,0.5,0,0,0,,0.5
262,桃園市,觀音區,觀音,2016/4/15,小時風向值 WD_HR (degrees),72,79,73,67,84,81,72,76,103,94,88,48,23,3.5,286,17,227,249,150,228,289,46,193,114
263,桃園市,觀音區,觀音,2016/4/15,風速 WIND_SPEED (m/sec),5.9,4.7,4.4,3.2,3.3,2.4,2.3,1.1,3,3.8,2.7,1.8,1.1,0.9,0.6,0.5,1.5,2.6,1.9,1.1,3,1.2,1.2,1.3
264,桃園市,觀音區,觀音,2016/4/15,溫度 AMB_TEMP (℃),20,19,19,19,19,19,20,20,21,22,24,25,24,24,23,23,23,22,22,22,22,22,22,22
265,桃園市,觀音區,觀音,2016/4/15,風向 WIND_DIREC (degrees),85,73,64,80,84,71,65,93,103,87,89,308,17,285,292,62,247,49,194,268,81,53,182,104
266,桃園市,觀音區,觀音,2016/4/15,小時風速值 WS_HR (m/sec),5.6,4.4,4.2,3.5,3.5,2.8,2.1,1.5,2.1,3.5,2.8,0.7,0.7,0.4,0.7,0.2,0.7,0.7,0.9,1,0.6,1.2,0.6,1.3
267,桃園市,觀音區,觀音,2016/4/15,臭氧 O3 (ppb),57,54,62,55,46,42,25,20,33,42,46,48,49,50,45,38,28,42,38,38,45,53,48,33
268,桃園市,觀音區,觀音,2016/4/15,懸浮微粒 PM 10  (μg/m 3 ),31,25,31,38,45,43,43,50,58,53,48,45,50,40,38,36,48,47,51,46,43,40,38,36
269,桃園市,觀音區,觀音,2016/4/15,氮氧化物 NOx (ppb),12,15,7.8,13,20,20,41,48,35,25,23,23,23,19,19,22,28,17,17,13,10,5.2,5.7,15
270,桃園市,觀音區,觀音,2016/4/15,二氧化硫 SO2 (ppb),5.7,3.2,4,6,7.5,8,10,8.8,6.3,5.7,5.6,5.1,5.4,4.7,3.6,3,3.1,3.6,2.5,2.3,2.8,2.1,2.2,2.7
271,桃園市,觀音區,觀音,2016/4/15,細懸浮微粒 PM 2.5  (μg/m 3 ),15,20,15,23,22,24,26,27,26,25,19,21,16,19,18,22,26,24,20,17,14,10,10,15
