序號,縣市,鄉鎮市區,測站,監測日期,測項(單位),0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
395,桃園市,觀音區,觀音,2016/10/8,一氧化碳 CO (ppm),0.2,0.22,0.24,0.29,0.26,0.22,0.25,0.24,0.23,0.17,0.16,0.24,0.22,0.24,0.24,0.3,0.46,0.45,0.51,0.5,0.37,0.15,0.13,0.17
396,桃園市,觀音區,觀音,2016/10/8,臭氧 O3 (ppb),13,9.3,1.9,0.5,0.1,0.2,0.9,3.8,10,27,32,54,50,67,47,27,4.4,3,0.8,1.1,19,39,40,42
397,桃園市,觀音區,觀音,2016/10/8,懸浮微粒 PM 10  (μg/m 3 ),32,32,37,41,47,50,45,38,31,35,32,36,40,57,60,63,52,44,40,37,37,34,33,32
398,桃園市,觀音區,觀音,2016/10/8,氮氧化物 NOx (ppb),12,15,26,27,34,28,22,23,22,13,11,11,11,9.2,11,19,36,35,38,36,22,6.4,5.4,5.6
399,桃園市,觀音區,觀音,2016/10/8,風速 WIND_SPEED (m/sec),1,1.1,0.9,0.8,1.3,1.1,1,1.1,1,1.3,2.3,2.4,3.2,1.7,2,1.3,0.8,0.4,1,1.2,7.6,8.5,8.7,8.6
400,桃園市,觀音區,觀音,2016/10/8,溫度 AMB_TEMP (℃),25,25,25,25,25,25,25,26,27,29,30,29,29,28,27,27,26,26,26,26,26,24,24,24
401,桃園市,觀音區,觀音,2016/10/8,風向 WIND_DIREC (degrees),195,131,145,82,120,130,220,237,201,236,277,250,259,288,258,203,239,268,91,95,48,55,52,51
402,桃園市,觀音區,觀音,2016/10/8,小時風速值 WS_HR (m/sec),0.8,0.7,1,0.8,1.1,1.7,0.7,1,0.9,0.8,1.8,1.8,2.7,2.3,2.2,1.9,1.1,0.7,0.6,1.1,3,7.6,8.7,8.6
403,桃園市,觀音區,觀音,2016/10/8,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,4.5,0,0,4.8,0,4.3,4.3,4.1,4
404,桃園市,觀音區,觀音,2016/10/8,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,24,0,0,19,0,47,28,125,233
405,桃園市,觀音區,觀音,2016/10/8,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.5,0,0,0.5,0,2,9,3,0.5
406,桃園市,觀音區,觀音,2016/10/8,小時風向值 WD_HR (degrees),183,141,125,116,116,115,212,237,238,233,269,271,254,260,256,248,229,234,83,82,51,52,51,52
407,桃園市,觀音區,觀音,2016/10/8,一氧化氮 NO (ppb),0.3,0.4,3.2,6.4,13,13,12,11,8.5,4.4,3.3,2.3,2.1,1.5,1.4,2.4,9.8,6.3,8.6,8.1,5.6,1.1,1.2,1.1
408,桃園市,觀音區,觀音,2016/10/8,細懸浮微粒 PM 2.5  (μg/m 3 ),19,17,15,10,10,10,13,11,10,15,15,21,19,34,28,28,18,21,18,22,14,13,8,11
409,桃園市,觀音區,觀音,2016/10/7,二氧化硫 SO2 (ppb),1.4,2.7,4.8,3.6,3.4,4,2.4,4.3,6.4,4.4,3.7,3.2,2.8,4.7,3.3,4.5,4.3,3.8,3.5,3.7,4,4.9,4.3,3.5
410,桃園市,觀音區,觀音,2016/10/7,二氧化氮 NO2 (ppb),8,5.2,5.4,5.7,6.1,7.9,5.9,11,17,16,20,14,10,12,15,19,22,23,22,21,20,20,19,19
411,桃園市,觀音區,觀音,2016/10/7,相對濕度 RH (percent),70,73,77,77,75,73,68,67,81,80,88,90,84,82,87,86,89,91,92,89,90,90,91,91
412,桃園市,觀音區,觀音,2016/10/7,一氧化碳 CO (ppm),0.14,0.1,0.15,0.11,0.11,0.1,0.08,0.18,0.5,0.28,0.3,0.26,0.2,0.18,0.23,0.27,0.38,0.4,0.42,0.4,0.46,0.54,0.33,0.24
413,桃園市,觀音區,觀音,2016/10/7,臭氧 O3 (ppb),7.7,11,9.5,10,11,11,14,12,33,18,3.2,6.3,11,10,6.6,3.7,1.2,0.4,0.6,1.5,0.5,0.4,0.3,13
414,桃園市,觀音區,觀音,2016/10/7,懸浮微粒 PM 10  (μg/m 3 ),13,22,22,22,18,15,20,23,53,65,66,36,23,21,25,25,28,33,33,35,31,36,34,37
415,桃園市,觀音區,觀音,2016/10/7,氮氧化物 NOx (ppb),8.6,5.6,6,6.2,6.5,8.8,6.9,14,19,20,33,23,16,17,22,30,39,39,39,37,41,45,39,20
416,桃園市,觀音區,觀音,2016/10/7,風速 WIND_SPEED (m/sec),12,13,9.4,12,11,9.7,4.3,1.8,1.4,2.5,2.1,4.4,3.1,1.7,1.5,1,0.6,1,0.8,0.8,0.8,1,1,1.7
417,桃園市,觀音區,觀音,2016/10/7,溫度 AMB_TEMP (℃),29,28,28,28,28,27,28,29,28,28,26,26,27,28,27,27,27,26,26,27,26,26,26,25
418,桃園市,觀音區,觀音,2016/10/7,風向 WIND_DIREC (degrees),84,87,83,86,83,87,102,189,208,111,94,91,99,141,145,137,175,245,275,296,177,171,161,134
419,桃園市,觀音區,觀音,2016/10/7,小時風速值 WS_HR (m/sec),11,12,11,9.6,11,9.4,6.6,2,1.2,2.7,1.9,3.7,3.8,2.4,1,1.4,1,0.6,0.9,0.2,0.7,1.1,0.9,1.5
420,桃園市,觀音區,觀音,2016/10/7,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,7.2,6,5.9,6,0,0,0,6,0,0,0,0,6,0,6
421,桃園市,觀音區,觀音,2016/10/7,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,12,4.2,3.3,3.9,0,0,0,3.6,0,0,0,0,3.4,0,6.9
422,桃園市,觀音區,觀音,2016/10/7,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0.5,1.5,0.5,0.5,0,0,0,0.5,0,0,0,0,0.5,0,1
423,桃園市,觀音區,觀音,2016/10/7,小時風向值 WD_HR (degrees),88,87,83,87,85,85,93,142,231,105,100,88,98,118,181,135,114,224,266,160,168,145,149,132
424,桃園市,觀音區,觀音,2016/10/7,一氧化氮 NO (ppb),0.6,0.4,0.6,0.5,0.4,0.9,0.9,3.7,2,4.5,13,8.5,5.7,5.3,7.3,11,16,16,18,16,21,25,20,1.4
425,桃園市,觀音區,觀音,2016/10/7,細懸浮微粒 PM 2.5  (μg/m 3 ),2,6,3,3,1,1,6,13,35,45,38,21,6,9,3,17,16,18,15,19,23,24,22,22
426,桃園市,觀音區,觀音,2016/10/6,二氧化硫 SO2 (ppb),3.4,4.2,4.5,5.3,4.7,2.7,3.6,7.5,5,4.1,3.4,,1,1.1,1.2,1.1,1.6,1.7,1.5,1.6,1.6,1.8,1.7,1.8
427,桃園市,觀音區,觀音,2016/10/6,二氧化氮 NO2 (ppb),7.8,9.6,7.8,8.8,8.3,8.5,8.1,7.1,8.3,9.6,8.9,,5.9,4.9,4.9,5.6,9.4,14,14,14,11,10,8.8,9.4
428,桃園市,觀音區,觀音,2016/10/6,相對濕度 RH (percent),88,89,92,92,92,92,92,92,83,71,62,55,52,49,52,53,61,66,65,67,69,70,70,73
429,桃園市,觀音區,觀音,2016/10/6,一氧化碳 CO (ppm),0.11,0.1,0.1,0.09,0.14,0.13,0.12,0.18,0.18,0.23,0.2,,0.13,0.12,0.11,0.12,0.18,0.24,0.23,0.26,0.18,0.18,0.16,0.14
430,桃園市,觀音區,觀音,2016/10/6,臭氧 O3 (ppb),15,13,14,13,13,11,7.3,5.8,5.7,10,17,,19,18,19,16,9.3,3.5,3.8,2.8,5.3,5.6,6.5,5.7
431,桃園市,觀音區,觀音,2016/10/6,懸浮微粒 PM 10  (μg/m 3 ),45,36,36,28,29,36,36,40,39,36,37,,24,25,21,30,33,31,31,24,24,23,20,15
432,桃園市,觀音區,觀音,2016/10/6,氮氧化物 NOx (ppb),8.3,10,8.4,9.9,9.3,9.3,10,13,17,20,16,,8.2,6.9,6.9,8.2,13,18,17,17,13,11,9.6,10
433,桃園市,觀音區,觀音,2016/10/6,風速 WIND_SPEED (m/sec),4.5,4.2,4.9,6,2.9,5,6.8,3.9,3.5,4.3,5,4.7,9.7,10,8.5,7.7,7.5,7.1,6.6,6.4,11,10,13,12
434,桃園市,觀音區,觀音,2016/10/6,溫度 AMB_TEMP (℃),27,26,26,27,27,27,27,27,28,30,32,32,33,33,33,32,30,29,29,28,28,28,28,28
435,桃園市,觀音區,觀音,2016/10/6,風向 WIND_DIREC (degrees),69,58,62,50,91,50,47,85,128,119,116,126,88,87,89,89,87,89,93,95,88,90,86,88
436,桃園市,觀音區,觀音,2016/10/6,小時風速值 WS_HR (m/sec),2.8,2.6,3.4,4.8,3.4,2.9,5.3,4.3,2.3,2.7,3.8,3.4,10,10,9.6,8.7,6.1,6.6,7.1,7.1,8.8,10,12,11
437,桃園市,觀音區,觀音,2016/10/6,酸雨 PH_RAIN (pH),0,0,0,0,0,5.7,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,桃園市,觀音區,觀音,2016/10/6,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,9.9,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,桃園市,觀音區,觀音,2016/10/6,降雨強度 RAIN_INT (㎜),0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,桃園市,觀音區,觀音,2016/10/6,小時風向值 WD_HR (degrees),72,75,67,57,63,64,52,60,105,113,113,120,87,88,87,89,88,90,92,92,90,87,86,87
441,桃園市,觀音區,觀音,2016/10/6,一氧化氮 NO (ppb),0.5,0.9,0.7,1.1,1,0.8,2.3,5.4,9.1,11,6.8,,2.2,2,2,2.6,3.6,3.6,2.6,2.3,1.9,1.1,0.8,0.9
442,桃園市,觀音區,觀音,2016/10/6,細懸浮微粒 PM 2.5  (μg/m 3 ),16,9,3,1,1,7,6,5,2,5,8,,5,11,8,14,9,14,9,8,3,3,2,5
443,桃園市,觀音區,觀音,2016/10/5,二氧化硫 SO2 (ppb),24,14,18,17,10,7.3,10,6.5,5,5.7,3.9,4.4,4.5,4.3,4.7,4.7,4.8,4.5,3.7,2.7,3.2,2.7,3.1,3
444,桃園市,觀音區,觀音,2016/10/5,二氧化氮 NO2 (ppb),44,34,30,39,31,24,30,18,8.1,9.5,7.7,7.3,6.9,6.7,7.6,8.8,7.9,7.2,6.5,8.6,6.7,7.7,5.8,6.6
445,桃園市,觀音區,觀音,2016/10/5,相對濕度 RH (percent),75,76,76,78,80,80,78,78,79,80,79,79,78,79,79,81,83,86,88,89,89,90,90,90
446,桃園市,觀音區,觀音,2016/10/5,一氧化碳 CO (ppm),0.39,0.25,0.22,0.23,0.2,0.21,0.24,0.25,0.2,0.21,0.19,0.17,0.16,0.18,0.19,0.2,0.2,0.21,0.18,0.14,0.13,0.13,0.13,0.11
447,桃園市,觀音區,觀音,2016/10/5,臭氧 O3 (ppb),1.8,8.3,11,2.9,7.1,14,9.2,23,34,44,41,38,41,43,47,45,41,40,37,30,29,25,24,20
448,桃園市,觀音區,觀音,2016/10/5,懸浮微粒 PM 10  (μg/m 3 ),41,37,35,31,31,34,39,58,68,77,71,70,64,64,63,67,68,63,58,47,43,40,47,40
449,桃園市,觀音區,觀音,2016/10/5,氮氧化物 NOx (ppb),56,41,33,52,36,26,37,23,9.9,11,9.4,9.1,8.3,8.1,9.1,10,9.1,7.9,7.1,9,7.2,8.3,6.2,7.1
450,桃園市,觀音區,觀音,2016/10/5,風速 WIND_SPEED (m/sec),1.6,2.8,1.6,2,2.2,2.3,2.7,5.1,6.5,5,7.2,6.4,6.7,6.8,7.6,6.1,4.6,4.8,5,4.6,4.5,4,3.2,3.9
451,桃園市,觀音區,觀音,2016/10/5,溫度 AMB_TEMP (℃),26,26,26,26,26,26,27,27,28,28,29,29,29,29,29,28,28,27,27,27,27,27,27,27
452,桃園市,觀音區,觀音,2016/10/5,風向 WIND_DIREC (degrees),96,103,106,68,83,79,85,60,53,71,59,70,63,60,55,73,93,95,85,86,83,88,105,69
453,桃園市,觀音區,觀音,2016/10/5,小時風速值 WS_HR (m/sec),1,1.2,1.2,1.2,1.7,1.4,1.7,2.1,3.8,5,5.8,5.2,5.4,6.4,6.3,6.1,4.7,3.7,3.3,3,3.2,2.9,2.6,2.8
454,桃園市,觀音區,觀音,2016/10/5,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,桃園市,觀音區,觀音,2016/10/5,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,桃園市,觀音區,觀音,2016/10/5,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,桃園市,觀音區,觀音,2016/10/5,小時風向值 WD_HR (degrees),99,95,99,80,69,79,86,74,69,57,57,61,61,56,58,58,68,77,80,88,79,78,82,72
458,桃園市,觀音區,觀音,2016/10/5,一氧化氮 NO (ppb),12,7.1,2.8,13,4.6,2.3,6.6,5.7,1.8,1.9,1.8,1.8,1.4,1.4,1.4,1.4,1.1,0.7,0.6,0.5,0.6,0.6,0.4,0.5
459,桃園市,觀音區,觀音,2016/10/5,細懸浮微粒 PM 2.5  (μg/m 3 ),22,14,11,14,24,22,22,22,20,23,13,13,21,29,29,20,16,18,20,16,18,16,18,18
460,桃園市,觀音區,觀音,2016/10/4,二氧化硫 SO2 (ppb),4.1,4.4,3.3,3.1,3.6,3.1,2.5,2,1.7,1.7,1.6,1.7,1.4,1.9,1.6,1.2,2.2,3.5,3.5,6.9,8.4,13,16,30
461,桃園市,觀音區,觀音,2016/10/4,二氧化氮 NO2 (ppb),6.5,7.7,5.3,5.8,6.5,5.6,6.9,5.9,5.1,4.2,4,4.4,4.4,4.4,4.2,4.1,7.2,17,23,34,27,48,46,42
462,桃園市,觀音區,觀音,2016/10/4,相對濕度 RH (percent),86,85,85,85,84,84,83,81,79,76,72,70,66,67,67,68,72,74,76,76,77,77,75,76
463,桃園市,觀音區,觀音,2016/10/4,一氧化碳 CO (ppm),0.36,0.36,0.35,0.41,0.41,0.4,0.41,0.4,0.36,0.31,0.3,0.28,0.25,0.28,0.24,0.27,0.37,0.43,0.39,0.39,0.46,0.7,0.77,0.59
464,桃園市,觀音區,觀音,2016/10/4,臭氧 O3 (ppb),52,42,36,35,38,36,33,34,39,45,48,52,51,57,56,58,61,49,40,26,23,3.4,0.4,0.3
465,桃園市,觀音區,觀音,2016/10/4,懸浮微粒 PM 10  (μg/m 3 ),44,42,41,40,43,45,43,42,37,37,33,33,34,38,35,34,36,40,50,51,55,50,47,45
466,桃園市,觀音區,觀音,2016/10/4,氮氧化物 NOx (ppb),7.3,8.5,6.1,6.5,7,6.2,8,7,6.1,5.1,5,5.2,5.5,5.3,5.1,4.9,8.1,18,24,35,28,50,58,60
467,桃園市,觀音區,觀音,2016/10/4,風速 WIND_SPEED (m/sec),2.9,2.6,2.9,3.1,3.7,2.9,3.1,2.1,2.9,2.9,3.2,2.6,2.4,2.6,2.6,2.5,2,1.1,1.6,1.4,0.9,0.9,1,1.5
468,桃園市,觀音區,觀音,2016/10/4,溫度 AMB_TEMP (℃),26,26,26,26,26,26,26,27,27,28,28,29,29,29,29,29,28,27,27,27,26,26,26,26
469,桃園市,觀音區,觀音,2016/10/4,風向 WIND_DIREC (degrees),56,55,49,48,48,55,48,54,58,82,52,58,54,64,54,53,57,79,92,105,112,108,88,102
470,桃園市,觀音區,觀音,2016/10/4,小時風速值 WS_HR (m/sec),2.5,2.2,2.8,2.7,2.8,2.7,2.7,2.3,1.7,1.8,1.8,1.7,1.1,1.3,1.5,2.2,1.4,1.1,0.9,0.7,0.6,0.6,0.6,0.9
471,桃園市,觀音區,觀音,2016/10/4,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,桃園市,觀音區,觀音,2016/10/4,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,桃園市,觀音區,觀音,2016/10/4,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,桃園市,觀音區,觀音,2016/10/4,小時風向值 WD_HR (degrees),52,53,52,49,51,50,49,54,60,70,62,57,64,70,62,54,58,57,87,103,121,110,93,104
475,桃園市,觀音區,觀音,2016/10/4,一氧化氮 NO (ppb),0.8,0.9,0.8,0.6,0.5,0.6,1.1,1.1,1,0.9,1,0.8,1.1,1,0.9,0.8,0.8,0.9,1.2,1.4,1.1,2.1,12,18
476,桃園市,觀音區,觀音,2016/10/4,細懸浮微粒 PM 2.5  (μg/m 3 ),16,17,11,20,22,22,20,19,26,24,17,14,8,11,11,16,19,15,20,19,26,24,32,26
477,桃園市,觀音區,觀音,2016/10/3,二氧化硫 SO2 (ppb),7.6,4.8,2.5,3.1,3.5,3.8,5.3,5.2,4.9,2.5,1.9,2,1.9,1.4,2,2.5,4.1,3.8,5.4,8.4,4.7,4.7,5.8,4.2
478,桃園市,觀音區,觀音,2016/10/3,二氧化氮 NO2 (ppb),14,15,13,27,31,23,12,14,9.1,2.9,2.1,2.1,1.4,1.4,2,2.9,5.7,7.9,21,20,17,20,16,19
479,桃園市,觀音區,觀音,2016/10/3,相對濕度 RH (percent),83,83,84,85,86,85,78,75,84,86,86,82,76,76,77,79,80,83,83,84,86,86,86,86
480,桃園市,觀音區,觀音,2016/10/3,一氧化碳 CO (ppm),0.16,0.2,0.23,0.23,0.23,0.22,0.33,0.35,0.17,0.08,0.09,0.08,0.08,0.06,0.09,0.09,0.12,0.17,0.15,0.23,0.23,0.22,0.33,0.35
481,桃園市,觀音區,觀音,2016/10/3,臭氧 O3 (ppb),0.5,0.1,0.5,0.2,0.2,0.5,4.2,9.1,11,16,20,23,26,27,29,29,28,26,15,18,17,13,,43
482,桃園市,觀音區,觀音,2016/10/3,懸浮微粒 PM 10  (μg/m 3 ),22,30,23,26,31,32,36,35,40,36,34,26,28,19,30,30,38,39,39,41,36,41,43,44
483,桃園市,觀音區,觀音,2016/10/3,氮氧化物 NOx (ppb),21,26,16,34,44,35,19,24,17,5.1,3.6,3.8,2.7,2.5,3.3,4.4,7.2,9.6,23,22,18,22,16,20
484,桃園市,觀音區,觀音,2016/10/3,風速 WIND_SPEED (m/sec),0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8,1.7,3.3,2.9,3.6,4.1,3.5,3.5,3.5,3.1,2.5,1.5,1,0.8,1,1.3,1.6
485,桃園市,觀音區,觀音,2016/10/3,溫度 AMB_TEMP (℃),27,27,27,26,26,26,26,28,28,28,28,29,29,29,29,28,28,27,27,26,26,26,27,27
486,桃園市,觀音區,觀音,2016/10/3,風向 WIND_DIREC (degrees),129,144,158,178,156,161,137,98,60,65,94,57,52,57,59,48,47,52,97,115,174,53,106,54
487,桃園市,觀音區,觀音,2016/10/3,小時風速值 WS_HR (m/sec),0.3,0.3,0.3,0.4,0.4,0.4,0.6,0.3,0.8,1.9,1.5,1.7,2.3,2.9,2.9,2.6,2.3,2.2,0.8,0.7,0.5,0.3,1.4,1
488,桃園市,觀音區,觀音,2016/10/3,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,桃園市,觀音區,觀音,2016/10/3,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,桃園市,觀音區,觀音,2016/10/3,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,桃園市,觀音區,觀音,2016/10/3,小時風向值 WD_HR (degrees),112,144,137,164,158,148,137,157,53,63,82,72,66,60,58,55,57,55,92,107,133,132,64,71
492,桃園市,觀音區,觀音,2016/10/3,一氧化氮 NO (ppb),6.7,11,2.9,7.2,13,11,7.2,11,8.2,2.2,1.5,1.7,1.3,1.1,1.3,1.5,1.5,1.7,2.4,2,1.5,1.3,0.9,1
493,桃園市,觀音區,觀音,2016/10/3,細懸浮微粒 PM 2.5  (μg/m 3 ),12,9,10,11,11,11,8,7,13,13,10,2,3,1,2,6,14,18,20,17,14,16,17,23
494,桃園市,觀音區,觀音,2016/10/2,二氧化硫 SO2 (ppb),6.2,3.5,3.7,6.4,5.9,6.1,4.7,3.7,2.5,2.5,3.1,4.3,2.8,2.6,2.3,2.3,3.6,1.9,2.6,4,9.2,6.7,4.4,8.1
495,桃園市,觀音區,觀音,2016/10/2,二氧化氮 NO2 (ppb),15,22,20,28,25,18,23,10,11,7.9,9.6,10,5.8,5.4,3.2,3.7,6.2,5.8,9.1,14,17,12,11,15
496,桃園市,觀音區,觀音,2016/10/2,相對濕度 RH (percent),79,83,88,89,88,85,81,75,68,62,68,67,66,66,67,70,71,81,73,72,76,80,83,81
497,桃園市,觀音區,觀音,2016/10/2,一氧化碳 CO (ppm),0.33,0.38,0.36,0.41,0.43,0.39,0.28,0.27,0.27,0.22,0.24,0.22,0.17,0.14,0.11,0.12,0.13,0.16,0.22,0.28,0.26,0.14,0.1,0.16
498,桃園市,觀音區,觀音,2016/10/2,臭氧 O3 (ppb),0.3,0.7,0.5,0.2,0.3,0.2,2.7,8.1,15,32,38,48,56,52,44,43,42,29,29,9.9,0,4.2,4.5,0.1
499,桃園市,觀音區,觀音,2016/10/2,懸浮微粒 PM 10  (μg/m 3 ),26,35,33,49,52,57,51,35,41,44,50,40,34,39,34,33,26,32,33,41,41,38,24,25
500,桃園市,觀音區,觀音,2016/10/2,氮氧化物 NOx (ppb),24,29,27,45,39,35,45,21,20,11,13,13,7.6,7.2,4.7,5.2,7.9,7.3,10,17,34,18,14,34
501,桃園市,觀音區,觀音,2016/10/2,風速 WIND_SPEED (m/sec),0.5,0.9,0.7,0.5,0.7,0.6,0.8,1.1,0.7,2.3,1.8,2.1,2,2.1,1.7,1.7,1.1,0.6,0.6,1.4,1.4,2.7,1.6,1.1
502,桃園市,觀音區,觀音,2016/10/2,溫度 AMB_TEMP (℃),27,27,27,27,26,26,27,28,30,31,31,31,31,31,31,30,30,29,29,29,28,28,27,27
503,桃園市,觀音區,觀音,2016/10/2,風向 WIND_DIREC (degrees),132,148,160,161,148,144,137,157,187,19,298,282,303,360,299,308,359,65,144,73,56,45,57,89
504,桃園市,觀音區,觀音,2016/10/2,小時風速值 WS_HR (m/sec),0.3,0.5,0.5,0.5,0.6,0.4,0.5,0.6,0.5,0.2,0.5,0.5,0.5,0.5,0.7,0.6,0.3,0.3,0.4,0.7,1.1,2,1.5,0.5
505,桃園市,觀音區,觀音,2016/10/2,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,桃園市,觀音區,觀音,2016/10/2,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,桃園市,觀音區,觀音,2016/10/2,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,桃園市,觀音區,觀音,2016/10/2,小時風向值 WD_HR (degrees),95,145,171,148,148,149,143,155,146,169,321,293,293,297,278,287,353,11,140,104,56,50,61,78
509,桃園市,觀音區,觀音,2016/10/2,一氧化氮 NO (ppb),9.1,7.7,7,17,14,17,22,10,8.5,3.2,3.5,2.9,1.8,1.8,1.5,1.5,1.8,1.5,1.3,3.1,17,6,3.3,19
510,桃園市,觀音區,觀音,2016/10/2,細懸浮微粒 PM 2.5  (μg/m 3 ),12,15,18,20,22,24,20,12,15,15,18,16,11,9,6,15,15,13,12,20,23,13,12,9
511,桃園市,觀音區,觀音,2016/10/1,細懸浮微粒 PM 2.5  (μg/m 3 ),20,23,17,11,9,9,14,13,15,13,12,48,57,63*,34,31,24,18,18,8,26,19,22,2
