序號,縣市,鄉鎮市區,測站,監測日期,測項(單位),0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
133,桃園市,觀音區,觀音,2016/1/24,降雨強度 RAIN_INT (㎜),0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,桃園市,觀音區,觀音,2016/1/24,小時風向值 WD_HR (degrees),59,57,66,60,65,87,54,52,53,53,52,52,51,51,50,55,52,56,51,52,55,55,52,52
135,桃園市,觀音區,觀音,2016/1/24,一氧化氮 NO (ppb),0.9,0.8,0.8,0.6,0.7,0.9,0.9,0.9,1.2,1.2,1.4,1.4,0.9,1,1.1,1,1,1.2,1,0.9,0.9,0.9,0.8,0.6
136,桃園市,觀音區,觀音,2016/1/24,細懸浮微粒 PM 2.5  (μg/m 3 ),44,41,40,35,35,35,34,27,24,25,22,23,21,19,15,14,13,13,12,11,13,13,13,16
137,桃園市,觀音區,觀音,2016/1/23,二氧化硫 SO2 (ppb),1,1.2,1.3,1.3,1.4,1.5,1.5,1.5,1.3,1.2,1.3,1.6,1.9,2.3,2.9,3.5,3.6,3.9,4,3.9,5.9,6.8,7.3,6.6
138,桃園市,觀音區,觀音,2016/1/23,二氧化氮 NO2 (ppb),1.8,2.8,2.8,2.8,2.9,3.1,3.1,3.6,3.1,2.9,3,3,3.3,3.7,4,4.2,4.6,4.7,4.8,7.1,10,10,10,9.8
139,桃園市,觀音區,觀音,2016/1/23,相對濕度 RH (percent),90,90,88,87,86,87,86,83,83,84,82,80,81,80,80,77,73,69,69,67,64,62,65,63
140,桃園市,觀音區,觀音,2016/1/23,一氧化碳 CO (ppm),0.16,0.19,0.21,0.24,0.3,0.33,0.33,0.31,0.25,0.24,0.27,0.3,0.33,0.39,0.44,0.46,0.46,0.47,0.5,0.47,0.46,0.45,0.45,0.42
141,桃園市,觀音區,觀音,2016/1/23,臭氧 O3 (ppb),41,36,36,35,35,34,33,32,34,36,36,37,37,37,39,42,44,44,42,36,32,34,34,36
142,桃園市,觀音區,觀音,2016/1/23,懸浮微粒 PM 10  (μg/m 3 ),30,28,25,27,26,25,19,23,25,25,31,36,49,50,49,57,66,71,70,69,73,75,76,77
143,桃園市,觀音區,觀音,2016/1/23,氮氧化物 NOx (ppb),2.4,3.4,3.3,3.5,3.5,3.7,3.9,4.5,3.9,3.9,3.9,3.9,4.3,4.6,5.2,5.1,5.9,5.6,5.6,8,11,11,11,11
144,桃園市,觀音區,觀音,2016/1/23,風速 WIND_SPEED (m/sec),7,7.1,7.1,7.7,9.1,9.5,9.3,9.4,10,9,8.9,9.2,8.1,8.2,8.3,8.4,8.4,8.1,8.6,8.8,6.7,8.4,6.9,8.3
145,桃園市,觀音區,觀音,2016/1/23,溫度 AMB_TEMP (℃),14,13,12,12,11,11,11,11,11,11,11,10,10,9.7,9.3,9.1,9.2,9.1,9.4,9.7,9.8,9.7,9,8.9
146,桃園市,觀音區,觀音,2016/1/23,風向 WIND_DIREC (degrees),65,64,70,56,57,50,52,48,49,49,53,49,53,50,48,51,47,51,50,55,81,54,65,52
147,桃園市,觀音區,觀音,2016/1/23,小時風速值 WS_HR (m/sec),5.2,5.9,6.2,6.5,7.8,8.5,9.5,9,9.2,8.4,8.1,8.6,8.2,7.7,7.2,7.9,7.9,8,7.7,7.6,6.8,7.4,6.8,6.6
148,桃園市,觀音區,觀音,2016/1/23,酸雨 PH_RAIN (pH),5.1,5,4.9,4.8,4.6,4.5,4.4,4.3,4.4,4.6,4.7,4.3,4.1,0,3.8,0,0,3.6,0,0,0,0,,3.7
149,桃園市,觀音區,觀音,2016/1/23,導電度 RAIN_COND (μmho/cm),28,55,60,71,91,95,99,158,107,78,118,175,162,0,268,0,0,265,0,0,0,0,,301
150,桃園市,觀音區,觀音,2016/1/23,降雨強度 RAIN_INT (㎜),3,2,1.5,1,1.5,1.5,0.5,0.5,1.5,1,0.5,0.5,0.5,0,0.5,0,0,0.5,0,0,0,0,,0.5
151,桃園市,觀音區,觀音,2016/1/23,小時風向值 WD_HR (degrees),62,63,60,60,58,51,49,49,49,51,53,50,51,52,52,50,49,50,51,55,65,63,65,61
152,桃園市,觀音區,觀音,2016/1/23,一氧化氮 NO (ppb),0.6,0.6,0.4,0.7,0.6,0.7,0.8,0.9,0.8,1,0.9,0.9,1,0.9,1.2,0.9,1.2,1,0.8,0.9,1.2,1,0.8,0.9
153,桃園市,觀音區,觀音,2016/1/23,細懸浮微粒 PM 2.5  (μg/m 3 ),3,3,2,2,3,2,2,5,5,6,5,8,10,13,18,23,32,36,41,45,45,46,46,47
154,桃園市,觀音區,觀音,2016/1/22,二氧化硫 SO2 (ppb),7.1,3.2,2.3,4.2,5.2,5.3,5.1,6,4.7,7.4,6.6,5,7.1,5.2,6,4.5,3.3,1.7,1.5,1.5,1.4,1.3,1.3,1.2
155,桃園市,觀音區,觀音,2016/1/22,二氧化氮 NO2 (ppb),7.7,7.8,6.1,7.1,7.8,8,8.4,10,17,27,19,15,16,14,14,15,11,5.5,3.6,3.1,2.6,2.1,1.8,1.8
156,桃園市,觀音區,觀音,2016/1/22,相對濕度 RH (percent),90,90,91,91,90,89,88,86,84,82,81,81,81,85,90,92,92,92,92,92,92,92,92,91
157,桃園市,觀音區,觀音,2016/1/22,一氧化碳 CO (ppm),0.24,0.17,0.17,0.15,0.17,0.16,0.18,0.23,0.24,0.32,0.3,0.27,0.25,0.21,0.23,0.25,0.23,0.22,0.21,0.19,0.21,0.17,0.15,0.15
158,桃園市,觀音區,觀音,2016/1/22,臭氧 O3 (ppb),34,34,37,36,36,35,35,33,27,18,23,27,27,30,31,29,34,40,41,40,41,41,42,42
159,桃園市,觀音區,觀音,2016/1/22,懸浮微粒 PM 10  (μg/m 3 ),16,24,23,27,23,25,21,29,33,36,37,34,32,27,33,33,35,30,32,33,31,23,21,25
160,桃園市,觀音區,觀音,2016/1/22,氮氧化物 NOx (ppb),9,9.2,7.5,7.6,8.4,8.7,9.3,11,19,33,24,18,19,15,16,16,12,6.4,4.4,3.8,3.5,2.8,2.3,2.4
161,桃園市,觀音區,觀音,2016/1/22,風速 WIND_SPEED (m/sec),5.3,6.2,8,7.1,6.7,8.1,6.6,6.2,6,3.7,4.8,5.3,6,5.7,4.6,4.4,6.2,9.2,6.8,7.3,8.3,6.6,6.4,6.2
162,桃園市,觀音區,觀音,2016/1/22,溫度 AMB_TEMP (℃),15,15,14,14,14,14,14,14,15,16,16,16,17,16,16,16,16,16,15,15,15,15,15,14
163,桃園市,觀音區,觀音,2016/1/22,風向 WIND_DIREC (degrees),83,54,49,58,60,59,73,76,86,72,83,83,58,55,61,80,48,50,48,45,46,49,57,70
164,桃園市,觀音區,觀音,2016/1/22,小時風速值 WS_HR (m/sec),5.2,5.7,7.2,6.8,6,7.1,7.1,5.9,5.7,4.3,4.4,4.6,4.7,5.3,4.3,4.2,4.6,7.7,7.9,6.7,6.8,6.6,5.8,5.4
165,桃園市,觀音區,觀音,2016/1/22,酸雨 PH_RAIN (pH),0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,4.3,4.2,4.4,4.7,4.9,4.8,4.9,5,5.1,5.1
166,桃園市,觀音區,觀音,2016/1/22,導電度 RAIN_COND (μmho/cm),0,0,71,0,0,0,0,0,0,0,0,0,0,0,54,31,21,13,17,15,17,12,16,24
167,桃園市,觀音區,觀音,2016/1/22,降雨強度 RAIN_INT (㎜),0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5.5,4.5,4.5,3.5,7.5,7,3.5
168,桃園市,觀音區,觀音,2016/1/22,小時風向值 WD_HR (degrees),73,66,54,57,67,60,59,70,84,77,65,64,62,54,68,76,56,49,48,50,48,50,54,59
169,桃園市,觀音區,觀音,2016/1/22,一氧化氮 NO (ppb),1.3,1.4,1.4,0.5,0.6,0.7,0.9,1.3,1.9,6.7,5.3,3.3,3.5,1.8,1.8,1.5,1.5,0.9,0.8,0.7,0.8,0.7,0.5,0.6
170,桃園市,觀音區,觀音,2016/1/22,細懸浮微粒 PM 2.5  (μg/m 3 ),2,3,3,2,3,3,3,6,6,7,8,8,10,10,11,12,13,11,12,12,9,10,9,6
171,桃園市,觀音區,觀音,2016/1/21,二氧化硫 SO2 (ppb),4.8,4.4,4.3,1.7,1.5,1.3,1.3,1.2,1.3,1.3,1.4,1.3,1.8,1.5,1.3,1.3,1.2,1.2,1.2,1.4,1.3,1.8,2.3,7.2
172,桃園市,觀音區,觀音,2016/1/21,二氧化氮 NO2 (ppb),30,30,26,2.3,2.7,2.6,2.9,2.6,3,3.1,4.2,3.6,4.8,3.6,2.8,3.3,3.3,3.2,3.6,3.2,2.9,5.1,6.2,8.6
173,桃園市,觀音區,觀音,2016/1/21,相對濕度 RH (percent),90,91,92,92,92,92,92,92,92,92,92,92,92,92,91,89,86,85,90,91,92,89,90,91
174,桃園市,觀音區,觀音,2016/1/21,一氧化碳 CO (ppm),0.57,0.53,0.37,0.15,0.16,0.16,0.16,0.17,0.16,0.15,0.15,0.16,0.16,0.15,0.14,0.16,0.17,0.17,0.17,0.16,0.15,0.16,0.16,0.2
175,桃園市,觀音區,觀音,2016/1/21,臭氧 O3 (ppb),2,0.9,14,41,41,41,41,41,40,40,39,40,38,39,40,41,40,39,39,38,39,36,35,33
176,桃園市,觀音區,觀音,2016/1/21,懸浮微粒 PM 10  (μg/m 3 ),42,50,52,40,32,19,22,27,31,28,22,22,23,25,23,26,28,35,32,25,20,19,17,15
177,桃園市,觀音區,觀音,2016/1/21,氮氧化物 NOx (ppb),36,37,31,3.9,4,3.8,4.3,4,4.5,4.8,5.8,5.4,6.8,5.5,4.4,5.1,5.1,4.7,5.3,4.6,4.3,6.6,7.7,10
178,桃園市,觀音區,觀音,2016/1/21,風速 WIND_SPEED (m/sec),1.7,1.1,2.8,4.2,5.3,6.2,7.1,5.9,4.4,4.5,4.4,4.9,4,3.3,3.7,4.5,4.6,6.8,5.5,5.6,6.8,7.2,5.9,6.3
179,桃園市,觀音區,觀音,2016/1/21,溫度 AMB_TEMP (℃),16,16,17,18,16,16,16,16,16,15,15,15,16,16,16,16,16,16,15,15,15,15,15,15
180,桃園市,觀音區,觀音,2016/1/21,風向 WIND_DIREC (degrees),127,70,58,46,48,49,47,49,69,56,60,49,50,54,52,48,55,49,49,58,48,53,62,55
181,桃園市,觀音區,觀音,2016/1/21,小時風速值 WS_HR (m/sec),1.4,0.4,1,3.3,4.7,5.3,5.4,5.5,4.3,4.2,5.4,3.7,4.1,3,3.2,3.6,4,5.2,5.2,5.3,6.3,6.4,6.1,5.1
182,桃園市,觀音區,觀音,2016/1/21,酸雨 PH_RAIN (pH),0,0,4.9,0,4.4,0,0,4.4,4.4,4.4,4.6,4.7,4.6,0,0,0,0,0,0,0,4.6,0,4.3,4.3
183,桃園市,觀音區,觀音,2016/1/21,導電度 RAIN_COND (μmho/cm),0,0,37,0,53,0,0,62,34,23,13,7.8,8,0,0,0,0,0,0,0,16,0,46,45
184,桃園市,觀音區,觀音,2016/1/21,降雨強度 RAIN_INT (㎜),0,0,0.5,0,0.5,0,0,0.5,2,1.5,5,3,3.5,0,0,0,0,0,0,0,0.5,0,0.5,0.5
185,桃園市,觀音區,觀音,2016/1/21,小時風向值 WD_HR (degrees),119,36,43,53,53,50,50,48,58,57,52,52,52,53,53,54,51,50,50,52,50,53,55,67
186,桃園市,觀音區,觀音,2016/1/21,一氧化氮 NO (ppb),5.2,6.3,5.2,1.5,1.3,1.3,1.3,1.4,1.5,1.7,1.6,1.8,2,1.9,1.5,1.9,1.9,1.5,1.7,1.4,1.4,1.5,1.5,1.4
187,桃園市,觀音區,觀音,2016/1/21,細懸浮微粒 PM 2.5  (μg/m 3 ),11,12,12,11,10,9,8,7,6,5,3,3,5,5,5,5,7,6,6,6,5,5,5,5
188,桃園市,觀音區,觀音,2016/1/20,二氧化硫 SO2 (ppb),6.9,5.6,4,4,4.1,4.4,3.9,4.4,5.5,4.5,5.7,3.8,3.3,6.5,5.1,4.7,6.7,4.3,5.4,6.6,7.5,4.8,3.3,2.2
189,桃園市,觀音區,觀音,2016/1/20,二氧化氮 NO2 (ppb),12,13,11,14,10,14,14,12,17,14,12,10,7.4,13,11,13,14,10,12,12,14,16,16,15
190,桃園市,觀音區,觀音,2016/1/20,相對濕度 RH (percent),83,84,82,79,81,82,80,76,76,81,85,85,80,79,79,82,85,87,88,87,89,91,90,91
191,桃園市,觀音區,觀音,2016/1/20,一氧化碳 CO (ppm),0.46,0.44,0.41,0.38,0.34,0.3,0.26,0.26,0.26,0.25,0.22,0.23,0.23,0.25,0.25,0.21,0.23,0.25,0.24,0.24,0.22,0.24,0.33,0.39
192,桃園市,觀音區,觀音,2016/1/20,臭氧 O3 (ppb),44,43,44,40,40,34,32,35,30,32,35,36,38,32,34,32,31,35,33,32,30,28,23,19
193,桃園市,觀音區,觀音,2016/1/20,懸浮微粒 PM 10  (μg/m 3 ),53,55,52,53,51,45,44,39,41,40,44,37,38,36,44,39,38,36,40,41,37,35,29,35
194,桃園市,觀音區,觀音,2016/1/20,氮氧化物 NOx (ppb),13,14,11,15,11,15,16,14,19,16,14,13,10,16,14,15,16,12,13,13,15,17,17,16
195,桃園市,觀音區,觀音,2016/1/20,風速 WIND_SPEED (m/sec),7.2,6.9,6.4,6.7,7,6.3,6.5,7.9,5.6,6.4,7.7,7,6,6,6.5,7.6,6,5.3,5.3,5.6,2.9,2.3,1.5,2
196,桃園市,觀音區,觀音,2016/1/20,溫度 AMB_TEMP (℃),14,14,14,14,14,13,14,14,15,15,15,15,16,16,16,16,16,17,17,17,17,17,17,17
197,桃園市,觀音區,觀音,2016/1/20,風向 WIND_DIREC (degrees),87,81,77,75,85,82,83,83,72,68,79,72,78,76,62,52,66,73,70,59,81,89,105,96
198,桃園市,觀音區,觀音,2016/1/20,小時風速值 WS_HR (m/sec),6.5,6.4,6.7,6.1,6.5,6.4,6,6.7,6.7,6,7.1,7,6.2,5.7,5.8,7.3,6.7,5.9,5.5,5,4,2.9,1.7,1.7
199,桃園市,觀音區,觀音,2016/1/20,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,4.7,,0,0,0,0,0,0,0,0,0,0,0,,0
200,桃園市,觀音區,觀音,2016/1/20,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,22,,0,0,0,0,0,0,0,0,0,0,0,,0
201,桃園市,觀音區,觀音,2016/1/20,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0.5,,0,0,0,0,0,0,0,0,0,0,0,,0
202,桃園市,觀音區,觀音,2016/1/20,小時風向值 WD_HR (degrees),76,79,80,80,77,83,81,79,80,77,69,76,76,73,69,54,62,73,69,68,66,81,95,92
203,桃園市,觀音區,觀音,2016/1/20,一氧化氮 NO (ppb),0.8,0.6,0.6,0.9,0.7,1,1.5,1.7,2.3,2.1,2,3.3,2.6,2.9,2.2,2.6,2,1.5,1.2,1.3,1.2,1.1,0.9,1
204,桃園市,觀音區,觀音,2016/1/20,細懸浮微粒 PM 2.5  (μg/m 3 ),42,35,29,27,24,23,23,22,23,20,19,19,18,16,14,12,12,12,11,10,11,10,11,12
205,桃園市,觀音區,觀音,2016/1/19,細懸浮微粒 PM 2.5  (μg/m 3 ),55,59,62,67,72,73,74,74,73,77,77,76,75,76,76,72,67,66,66,61,58,50,44,43
206,桃園市,觀音區,觀音,2016/1/18,二氧化硫 SO2 (ppb),1.8,3.1,2.7,1.8,3.5,6.7,5.6,5.7,6.4,6,4,3.3,4.2,3.8,3.8,5.5,6.4,5.2,3.6,4.8,5.2,4,5.8,7.8
207,桃園市,觀音區,觀音,2016/1/18,二氧化氮 NO2 (ppb),8.7,10,9.4,8.3,9.9,13,14,15,14,,,8.5,8.4,8.5,8.6,11,12,12,10,16,19,16,23,22
208,桃園市,觀音區,觀音,2016/1/18,相對濕度 RH (percent),88,81,73,70,71,69,69,70,69,65,62,61,60,62,62,63,65,60,59,61,64,65,65,65
209,桃園市,觀音區,觀音,2016/1/18,一氧化碳 CO (ppm),0.54,0.55,0.53,0.53,0.54,0.54,0.52,0.53,0.48,0.41,0.37,0.39,0.37,0.35,0.35,0.36,0.34,0.31,0.31,0.31,0.36,0.41,0.43,0.45
210,桃園市,觀音區,觀音,2016/1/18,臭氧 O3 (ppb),26,26,30,32,34,32,32,31,32,35,39,43,49,55,55,53,51,48,50,43,41,44,35,35
211,桃園市,觀音區,觀音,2016/1/18,懸浮微粒 PM 10  (μg/m 3 ),33,34,33,30,30,40,46,57,52,58,,66,75,83,96,101,96,87,76,68,73,84,95,104
212,桃園市,觀音區,觀音,2016/1/18,氮氧化物 NOx (ppb),8.8,11,9.7,8.7,10,13,15,17,16,,,11,11,11,11,13,14,14,12,18,20,18,24,23
213,桃園市,觀音區,觀音,2016/1/18,風速 WIND_SPEED (m/sec),6.4,4.8,5.3,5.3,4.4,3.8,5.2,4.7,4.5,5.2,5.5,5.8,5.6,7.1,7.4,7.2,5.8,5.9,5.7,5.9,7.4,6,5,6.1
214,桃園市,觀音區,觀音,2016/1/18,溫度 AMB_TEMP (℃),13,13,14,14,14,14,14,14,14,14,15,15,16,16,16,16,16,15,15,16,16,16,16,16
215,桃園市,觀音區,觀音,2016/1/18,風向 WIND_DIREC (degrees),50,57,52,51,60,65,58,52,70,72,65,62,66,55,60,59,68,81,77,81,84,79,84,80
216,桃園市,觀音區,觀音,2016/1/18,小時風速值 WS_HR (m/sec),5.8,4.4,4.8,5.1,4.3,4.2,4.6,4.6,4.6,4.8,5.4,,5.9,6.6,6.8,6.9,6,5.7,5.9,5.6,6.8,6,4.9,5.3
217,桃園市,觀音區,觀音,2016/1/18,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,桃園市,觀音區,觀音,2016/1/18,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,桃園市,觀音區,觀音,2016/1/18,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,桃園市,觀音區,觀音,2016/1/18,小時風向值 WD_HR (degrees),51,58,56,51,58,61,61,58,64,67,74,,58,55,55,57,64,77,77,81,84,82,83,82
221,桃園市,觀音區,觀音,2016/1/18,一氧化氮 NO (ppb),0.1,0.3,0.3,0.5,0.3,0.4,0.8,1.6,1.7,,,2.8,2.6,2.2,2.1,2.2,2.2,2,1.7,1.7,1.7,1.7,1.6,1.4
222,桃園市,觀音區,觀音,2016/1/18,細懸浮微粒 PM 2.5  (μg/m 3 ),6,9,12,11,10,13,15,16,20,21,,29,34,37,41,46,46,48,49,47,48,49,50,52
223,桃園市,觀音區,觀音,2016/1/17,二氧化硫 SO2 (ppb),2.8,2.1,2.8,3,2.2,2.2,2.6,1.9,1.8,3.1,1.6,1.8,1.6,2.4,1.9,1.8,1.9,1.9,1.6,1.5,1.3,1.4,1.6,1.1
224,桃園市,觀音區,觀音,2016/1/17,二氧化氮 NO2 (ppb),15,14,19,13,7.6,8.9,10,9,9.2,15,14,13,15,18,14,14,18,14,7.1,4.6,3.9,4.7,5.6,10
225,桃園市,觀音區,觀音,2016/1/17,相對濕度 RH (percent),85,87,89,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,89,86,88,88
226,桃園市,觀音區,觀音,2016/1/17,一氧化碳 CO (ppm),0.45,0.42,0.54,0.47,0.33,0.39,0.45,0.47,0.46,0.48,0.5,0.46,0.46,0.47,0.43,0.44,0.49,0.44,0.34,0.31,0.39,0.48,0.51,0.56
227,桃園市,觀音區,觀音,2016/1/17,臭氧 O3 (ppb),19,18,9,17,33,37,35,30,33,26,25,28,28,24,27,26,26,31,42,48,45,33,31,24
228,桃園市,觀音區,觀音,2016/1/17,懸浮微粒 PM 10  (μg/m 3 ),37,31,40,41,48,46,54,66,65,52,37,30,27,19,14,17,19,27,24,25,27,23,25,25
229,桃園市,觀音區,觀音,2016/1/17,氮氧化物 NOx (ppb),16,15,20,13,8,9.5,11,9.9,10,16,15,16,17,21,17,16,19,16,7.9,5.2,4.3,5.2,6.1,11
230,桃園市,觀音區,觀音,2016/1/17,風速 WIND_SPEED (m/sec),1.5,1.2,2.9,2.5,1.3,2.9,2.9,3.8,2.1,1.1,1.2,0.4,1.3,0.6,1.1,1.4,0.8,2.5,3,3.9,5.6,6.1,5.1,5.2
231,桃園市,觀音區,觀音,2016/1/17,溫度 AMB_TEMP (℃),19,19,18,18,18,18,17,17,17,17,17,17,17,17,18,18,18,17,17,17,16,15,14,12
232,桃園市,觀音區,觀音,2016/1/17,風向 WIND_DIREC (degrees),193,261,235,250,300,310,53,242,57,114,60,22,132,145,239,310,47,2.3,58,61,55,49,50,56
233,桃園市,觀音區,觀音,2016/1/17,小時風速值 WS_HR (m/sec),1.5,1.3,2.2,2.7,0.9,2.1,0.9,1.1,1,1.1,1.2,0.6,0.7,1.5,1.1,1.1,1,0.3,2.1,2.9,5.3,5.7,5.5,4.6
234,桃園市,觀音區,觀音,2016/1/17,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,4.2,4.3,4.7,4.8,4.6,4.5,4.5,0,4.7,4.7,4.7,4.5,4.3,4.2,4,3.9,4.2
235,桃園市,觀音區,觀音,2016/1/17,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,26,12,7.4,7.3,7.1,7.2,7.3,0,7.6,7.1,7.2,7,10,15,52,90,46
236,桃園市,觀音區,觀音,2016/1/17,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,2,5,7.5,5,4.5,2.5,1.5,0,0.5,0.5,1.5,1,1,0.5,0.5,0.5,0.5
237,桃園市,觀音區,觀音,2016/1/17,小時風向值 WD_HR (degrees),209,216,239,226,279,313,356,58,360,87,85,55,148,137,209,296,318,25,51,61,50,49,51,57
238,桃園市,觀音區,觀音,2016/1/17,一氧化氮 NO (ppb),1,1.1,1,0.7,0.5,0.6,0.7,0.9,1.2,1.5,1.9,2.2,1.8,3,3,1.3,1.5,1.4,0.8,0.6,0.4,0.5,0.5,0.3
239,桃園市,觀音區,觀音,2016/1/17,細懸浮微粒 PM 2.5  (μg/m 3 ),14,13,15,13,15,19,21,22,23,24,22,21,19,17,13,11,7,8,7,11,10,8,9,9
240,桃園市,觀音區,觀音,2016/1/16,二氧化硫 SO2 (ppb),3.5,2,2.9,4.6,3.5,2.4,3.2,6.9,7.6,6.5,5.1,4.2,4.3,4.3,6.9,4.8,3.4,5.3,6,3.2,2.4,3.5,6.9,4.2
241,桃園市,觀音區,觀音,2016/1/16,二氧化氮 NO2 (ppb),5.7,2.8,3.3,7,5.3,3.1,6,9.9,11,10,7.4,6.1,6.1,6.1,9.7,12,10,22,24,13,11,21,22,20
242,桃園市,觀音區,觀音,2016/1/16,相對濕度 RH (percent),84,82,84,84,84,83,82,81,80,80,78,76,75,75,74,70,73,75,76,78,79,81,82,84
243,桃園市,觀音區,觀音,2016/1/16,一氧化碳 CO (ppm),0.33,0.29,0.3,0.3,0.32,0.33,0.35,0.37,0.4,0.4,0.38,0.37,0.35,0.35,0.37,0.42,0.38,0.45,0.52,0.49,0.44,0.54,0.56,0.55
244,桃園市,觀音區,觀音,2016/1/16,臭氧 O3 (ppb),43,45,43,41,43,43,40,35,34,35,38,40,41,41,38,36,36,21,18,30,29,20,19,15
245,桃園市,觀音區,觀音,2016/1/16,懸浮微粒 PM 10  (μg/m 3 ),53,51,46,42,39,37,41,38,38,40,39,45,45,52,52,47,41,34,42,38,42,33,36,33
246,桃園市,觀音區,觀音,2016/1/16,氮氧化物 NOx (ppb),6.9,3.8,4.3,7.9,6,3.9,7,11,13,12,9.7,8.5,8.7,8.4,13,15,13,25,29,14,13,22,24,22
247,桃園市,觀音區,觀音,2016/1/16,風速 WIND_SPEED (m/sec),5,6.1,5.5,5.1,5.6,5.4,6.1,4.3,4.7,5.2,6.3,8,7.3,7.3,3.7,4,3.7,2.1,3.4,2.9,3.1,2.6,1.8,1.8
248,桃園市,觀音區,觀音,2016/1/16,溫度 AMB_TEMP (℃),16,17,16,16,17,17,17,17,17,18,18,19,20,20,21,21,21,20,20,20,20,20,20,19
249,桃園市,觀音區,觀音,2016/1/16,風向 WIND_DIREC (degrees),51,49,50,55,51,56,49,70,63,61,61,55,58,55,67,72,50,60,84,99,108,101,134,194
250,桃園市,觀音區,觀音,2016/1/16,小時風速值 WS_HR (m/sec),4.5,5.1,5,4.3,5,5.6,5.5,4.8,4.4,4.9,5.4,6.7,6.8,6.9,4.8,4,3.5,2.4,3.3,3.3,2.8,2.7,2.5,1.5
251,桃園市,觀音區,觀音,2016/1/16,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,桃園市,觀音區,觀音,2016/1/16,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,桃園市,觀音區,觀音,2016/1/16,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,桃園市,觀音區,觀音,2016/1/16,小時風向值 WD_HR (degrees),51,50,53,57,54,51,53,61,69,64,67,57,58,56,62,66,50,70,86,93,103,106,118,169
255,桃園市,觀音區,觀音,2016/1/16,一氧化氮 NO (ppb),1.2,1,1,0.9,0.7,0.9,1,1.3,1.7,2,2.3,2.4,2.6,2.3,3.1,3.5,2.5,2.4,4.8,1.3,1.3,1.7,1.6,1.5
256,桃園市,觀音區,觀音,2016/1/16,細懸浮微粒 PM 2.5  (μg/m 3 ),35,35,33,31,28,23,22,19,17,16,15,13,14,16,14,14,14,15,14,16,15,12,13,13
257,桃園市,觀音區,觀音,2016/1/15,二氧化硫 SO2 (ppb),3.7,3.9,8.6,4.3,4.4,2.7,2.9,3.5,4.8,4.4,2.7,,,2.5,3.1,2.5,2.3,2.6,3.5,2.4,4.5,7.5,11,8.2
258,桃園市,觀音區,觀音,2016/1/15,二氧化氮 NO2 (ppb),8.6,7.9,12,7.7,8.3,5.4,6.2,11,17,14,7.8,,,8.6,9.4,7.7,9.7,12,11,7.2,14,19,30,21
259,桃園市,觀音區,觀音,2016/1/15,相對濕度 RH (percent),77,77,78,78,79,78,78,80,81,79,79,80,81,82,82,81,82,85,86,86,87,87,88,89
260,桃園市,觀音區,觀音,2016/1/15,一氧化碳 CO (ppm),0.49,0.5,0.48,0.46,0.42,0.42,0.42,0.48,0.49,0.42,0.39,,0.38,0.37,0.37,0.36,0.39,0.41,0.37,0.34,0.36,0.43,0.56,0.44
261,桃園市,觀音區,觀音,2016/1/15,臭氧 O3 (ppb),46,48,43,46,45,48,46,42,35,39,45,,42,43,42,43,41,37,39,42,34,28,18,24
262,桃園市,觀音區,觀音,2016/1/15,懸浮微粒 PM 10  (μg/m 3 ),108,113,126,117,117,104,106,100,97,93,89,,89,80,94,96,111,103,98,83,73,68,64,59
263,桃園市,觀音區,觀音,2016/1/15,氮氧化物 NOx (ppb),8.9,8,12,8.3,8.9,5.9,6.9,12,19,16,9.2,,,11,11,9.5,12,15,12,8.6,16,21,32,22
264,桃園市,觀音區,觀音,2016/1/15,風速 WIND_SPEED (m/sec),5.7,5.2,4,4.1,4.4,4.5,3,3.3,3.6,3.8,4.4,3.9,3.6,3.2,4,4.4,3,2.9,3.5,4,3.6,2.7,2.9,3
265,桃園市,觀音區,觀音,2016/1/15,溫度 AMB_TEMP (℃),16,16,16,16,16,16,16,16,16,17,17,17,16,16,16,16,16,16,16,16,16,16,15,16
