序號,縣市,鄉鎮市區,測站,監測日期,測項(單位),0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
399,桃園市,觀音區,觀音,2016/1/7,氮氧化物 NOx (ppb),4.7,6.1,6.2,9.2,7.4,5.7,,,,,,13,8.2,6.6,4.9,5.3,7.7,13,12,12,9.8,9.4,14,16
400,桃園市,觀音區,觀音,2016/1/7,風速 WIND_SPEED (m/sec),7.1,7.7,7.4,7.5,8.5,7.9,,,,,7.6,7,6.8,7.8,6.8,7.3,7.1,5.8,6.8,5.5,5.2,4.8,5.3,4.4
401,桃園市,觀音區,觀音,2016/1/7,溫度 AMB_TEMP (℃),18,18,18,17,17,17,-2.1,,,,10,19,19,19,18,18,17,17,18,18,18,17,17,17
402,桃園市,觀音區,觀音,2016/1/7,風向 WIND_DIREC (degrees),57,57,60,57,50,56,,,,,61,62,56,48,53,48,50,63,50,68,83,79,83,83
403,桃園市,觀音區,觀音,2016/1/7,小時風速值 WS_HR (m/sec),7.8,7.7,7.5,7.5,7.5,8.2,,,,,5.7,6.5,6.9,7.5,6.5,7.3,6.6,5.9,6,5.1,5.4,5,5.2,4.4
404,桃園市,觀音區,觀音,2016/1/7,酸雨 PH_RAIN (pH),0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,桃園市,觀音區,觀音,2016/1/7,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,桃園市,觀音區,觀音,2016/1/7,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,桃園市,觀音區,觀音,2016/1/7,小時風向值 WD_HR (degrees),53,55,54,55,53,50,,,,,57,56,52,51,49,49,51,57,57,74,68,77,80,82
408,桃園市,觀音區,觀音,2016/1/7,一氧化氮 NO (ppb),0.4,0.5,0.3,0.9,0.7,0.6,,,,,,1.7,1.2,0.9,0.6,0.8,0.8,1.1,0.9,0.9,0.8,0.9,0.9,0.9
409,桃園市,觀音區,觀音,2016/1/7,細懸浮微粒 PM 2.5  (μg/m 3 ),17,17,18,18,20,24,0#,,,,24,21,21,26,23,24,27,29,28,31,33,31,34,35
410,桃園市,觀音區,觀音,2016/1/6,二氧化硫 SO2 (ppb),4,3.7,4.4,3.8,8.7,3.3,1.6,2.5,5.5,3.4,3.5,1.5,1.3,1.3,1.2,1.3,1.3,1.7,4.5,4.8,2,1.7,1.8,2.4
411,桃園市,觀音區,觀音,2016/1/6,二氧化氮 NO2 (ppb),15,16,13,16,24,8.1,5.1,7.9,18,15,16,5.1,4.8,4.4,4.7,5.3,5.1,7,11,10,6.6,5.2,3.6,5.4
412,桃園市,觀音區,觀音,2016/1/6,相對濕度 RH (percent),90,91,91,90,87,90,92,92,92,92,92,92,92,91,90,89,88,86,85,85,83,83,82,81
413,桃園市,觀音區,觀音,2016/1/6,一氧化碳 CO (ppm),0.22,0.25,0.26,0.27,0.35,0.27,0.24,0.22,0.23,0.24,0.27,0.23,0.24,0.25,0.26,0.28,0.28,0.3,0.3,0.27,0.27,0.25,0.25,0.25
414,桃園市,觀音區,觀音,2016/1/6,臭氧 O3 (ppb),23,25,31,28,12,35,41,35,25,29,28,39,40,41,40,41,41,39,38,37,40,40,40,38
415,桃園市,觀音區,觀音,2016/1/6,溫度 AMB_TEMP (℃),20,19,19,19,20,19,18,18,18,18,18,18,18,18,18,17,17,18,18,18,18,18,18,18
416,桃園市,觀音區,觀音,2016/1/6,懸浮微粒 PM 10  (μg/m 3 ),40,39,46,44,46,44,48,47,46,44,39,35,33,33,37,39,39,35,33,34,39,46,49,46
417,桃園市,觀音區,觀音,2016/1/6,氮氧化物 NOx (ppb),16,17,14,17,26,8.8,6,9.1,19,17,18,5.9,5.4,5.1,5.2,6.1,5.8,7.8,11,11,7.3,5.8,3.9,5.7
418,桃園市,觀音區,觀音,2016/1/6,風速 WIND_SPEED (m/sec),4.1,3.8,4.3,4.5,1.6,4.4,4.3,3.2,2.9,2.4,3.7,3.8,4.3,5.2,4.8,5,5.1,5.3,4.4,5.1,7,8.3,7.5,8.2
419,桃園市,觀音區,觀音,2016/1/6,風向 WIND_DIREC (degrees),81,77,75,80,59,56,55,75,49,84,46,56,55,48,45,48,52,51,64,61,50,48,53,50
420,桃園市,觀音區,觀音,2016/1/6,小時風速值 WS_HR (m/sec),3.5,3.6,4.2,4.6,2.8,3.4,3.3,4,2.9,2.7,2.7,3.1,3.4,4.3,4.6,4.5,4.8,5,4.6,5.2,6.2,6.9,7.5,7.9
421,桃園市,觀音區,觀音,2016/1/6,酸雨 PH_RAIN (pH),0,0,0,0,0,4.1,4.5,4.8,4.8,4.9,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
422,桃園市,觀音區,觀音,2016/1/6,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,16,9.3,8.6,7.4,7.3,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0
423,桃園市,觀音區,觀音,2016/1/6,降雨強度 RAIN_INT (㎜),0,0,0,0,0,5,13,4,7.5,5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
424,桃園市,觀音區,觀音,2016/1/6,小時風向值 WD_HR (degrees),82,80,76,84,72,57,66,60,67,67,62,54,58,53,51,51,50,51,58,57,50,49,50,51
425,桃園市,觀音區,觀音,2016/1/6,一氧化氮 NO (ppb),1.2,1,1,0.7,1.7,0.7,0.8,1.2,1.6,1.6,1.8,0.8,0.7,0.7,0.6,0.8,0.7,0.9,0.7,0.7,0.7,0.6,0.3,0.4
426,桃園市,觀音區,觀音,2016/1/6,細懸浮微粒 PM 2.5  (μg/m 3 ),13,10,11,10,9,10,8,9,8,7,7,6,7,7,9,10,9,10,11,14,15,15,14,14
427,桃園市,觀音區,觀音,2016/1/5,二氧化硫 SO2 (ppb),1.7,2.5,2.8,1.9,1.9,3.9,6.8,5.6,9.6,7.8,3.2,2.7,2.8,2.2,2,4.1,4.5,5.4,4.6,9.2,7.5,10,5.6,5.5
428,桃園市,觀音區,觀音,2016/1/5,二氧化氮 NO2 (ppb),6.9,5.3,5.6,4.1,5.5,11,19,23,26,23,13,8,11,11,8.9,14,10,20,20,25,20,16,18,17
429,桃園市,觀音區,觀音,2016/1/5,相對濕度 RH (percent),92,92,92,92,92,92,92,92,92,92,92,92,92,92,91,91,92,92,92,86,86,88,89,90
430,桃園市,觀音區,觀音,2016/1/5,一氧化碳 CO (ppm),0.26,0.24,0.24,0.23,0.22,0.25,0.36,0.49,0.8,0.56,0.39,0.25,0.32,0.3,0.27,0.32,0.28,0.3,0.27,0.31,0.27,0.21,0.22,0.25
431,桃園市,觀音區,觀音,2016/1/5,臭氧 O3 (ppb),23,23,23,27,28,24,14,5.1,0.3,3.6,19,29,25,26,28,24,29,19,17,14,19,24,19,20
432,桃園市,觀音區,觀音,2016/1/5,懸浮微粒 PM 10  (μg/m 3 ),73,61,50,40,35,38,45,57,81,95,90,60,46,47,63,68,60,49,42,46,46,45,43,39
433,桃園市,觀音區,觀音,2016/1/5,氮氧化物 NOx (ppb),7.9,6,6.5,4.8,6,12,21,31,60,43,19,10,13,13,11,17,12,22,22,27,22,17,19,18
434,桃園市,觀音區,觀音,2016/1/5,風速 WIND_SPEED (m/sec),1.3,1.2,1.2,2,2.3,2.4,2.4,1.5,1.5,2.2,2.4,1.9,2.4,2.3,2.1,2,2.7,2.2,3.6,2.2,3.3,2.8,3.3,3.1
435,桃園市,觀音區,觀音,2016/1/5,溫度 AMB_TEMP (℃),20,20,20,20,20,20,20,20,20,20,21,21,20,20,20,20,20,20,20,20,20,20,20,20
436,桃園市,觀音區,觀音,2016/1/5,風向 WIND_DIREC (degrees),35,38,52,46,46,87,99,86,48,48,49,5.7,27,49,43,55,61,62,86,88,66,83,65,85
437,桃園市,觀音區,觀音,2016/1/5,小時風速值 WS_HR (m/sec),0.8,0.8,0.9,1.3,1.9,1.6,2.2,1.8,1.2,1,1.2,1,0.6,0.7,1.5,1.5,2.2,2,2.7,2.6,2.9,2.9,2.7,3.2
438,桃園市,觀音區,觀音,2016/1/5,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,桃園市,觀音區,觀音,2016/1/5,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,桃園市,觀音區,觀音,2016/1/5,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,桃園市,觀音區,觀音,2016/1/5,小時風向值 WD_HR (degrees),47,38,42,47,49,63,90,90,60,48,50,45,36,37,45,53,52,72,80,87,60,76,77,80
442,桃園市,觀音區,觀音,2016/1/5,一氧化氮 NO (ppb),1,0.7,0.8,0.7,0.5,0.8,2.1,7.8,34,20,5.5,2.1,2.4,2.6,1.8,2.5,1.4,1.7,1.9,1.9,2,1,1.4,1
443,桃園市,觀音區,觀音,2016/1/5,細懸浮微粒 PM 2.5  (μg/m 3 ),37,34,31,32,29,28,24,27,31,33,33,29,31,32,32,27,23,22,20,21,18,16,15,13
444,桃園市,觀音區,觀音,2016/1/4,二氧化硫 SO2 (ppb),4.2,3,3,1.4,1.6,2.5,1.7,1.8,2.3,1.8,1.9,2.4,1.6,3.2,2.3,1.5,3.3,2.6,3.2,2.1,4.2,6.4,8.6,4.3
445,桃園市,觀音區,觀音,2016/1/4,二氧化氮 NO2 (ppb),22,29,25,4.2,5.1,15,20,22,20,6.9,8,6.9,4.8,13,11,10,16,23,18,14,19,25,30,18
446,桃園市,觀音區,觀音,2016/1/4,相對濕度 RH (percent),92,92,92,92,92,92,92,92,92,92,91,90,89,92,92,92,92,92,92,92,92,92,92,92
447,桃園市,觀音區,觀音,2016/1/4,一氧化碳 CO (ppm),0.48,0.48,0.37,0.22,0.2,0.3,0.44,0.71,0.69,0.25,0.28,0.27,0.27,0.35,0.33,0.36,0.42,0.56,0.45,0.37,0.42,0.4,0.47,0.36
448,桃園市,觀音區,觀音,2016/1/4,臭氧 O3 (ppb),2.2,1,6.5,30,28,11,4,3.1,7.7,29,32,36,38,26,29,30,24,9.3,16,19,9.4,3.2,0.4,9.7
449,桃園市,觀音區,觀音,2016/1/4,懸浮微粒 PM 10  (μg/m 3 ),21,27,35,39,32,34,38,47,41,38,31,35,34,49,57,74,78,92,96,93,83,80,83,82
450,桃園市,觀音區,觀音,2016/1/4,氮氧化物 NOx (ppb),27,35,29,4.8,5.6,15,22,38,38,9.4,10,9,6.2,16,13,12,18,28,22,16,22,29,40,22
451,桃園市,觀音區,觀音,2016/1/4,風速 WIND_SPEED (m/sec),0.9,1,1.1,1,1.4,1.5,0.8,0.6,0.8,1.4,1.6,1.6,1.7,1.7,1.9,1.1,0.6,0.9,0.7,0.8,0.7,0.6,0.7,0.8
452,桃園市,觀音區,觀音,2016/1/4,溫度 AMB_TEMP (℃),19,19,19,20,20,19,19,19,20,21,21,21,21,21,20,20,20,20,20,20,20,20,20,20
453,桃園市,觀音區,觀音,2016/1/4,風向 WIND_DIREC (degrees),31,48,47,45,81,190,241,221,55,28,32,311,38,334,318,86,67,341,52,58,41,58,64,47
454,桃園市,觀音區,觀音,2016/1/4,小時風速值 WS_HR (m/sec),1.1,0.6,0.7,0.8,0.9,0.7,0.7,0.5,0.2,1.1,0.6,1,1.1,0.6,1.2,0.5,0.6,0.4,0.5,0.6,0.8,0.6,0.6,0.7
455,桃園市,觀音區,觀音,2016/1/4,酸雨 PH_RAIN (pH),0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,桃園市,觀音區,觀音,2016/1/4,導電度 RAIN_COND (μmho/cm),0,0,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,桃園市,觀音區,觀音,2016/1/4,降雨強度 RAIN_INT (㎜),0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,桃園市,觀音區,觀音,2016/1/4,小時風向值 WD_HR (degrees),61,37,52,43,65,194,241,233,62,45,354,320,328,326,320,46,52,44,9.8,60,67,56,74,50
459,桃園市,觀音區,觀音,2016/1/4,一氧化氮 NO (ppb),4.7,6,3.5,0.7,0.5,0.6,2.4,16,19,2.5,2.3,2.1,1.4,2.9,2.2,1.6,2.4,4.6,3.1,1.9,2.9,3.9,9.6,3.8
460,桃園市,觀音區,觀音,2016/1/4,細懸浮微粒 PM 2.5  (μg/m 3 ),19,17,16,14,11,11,12,13,15,17,17,16,16,18,22,25,31,34,36,38,42,43,44,41
461,桃園市,觀音區,觀音,2016/1/3,二氧化硫 SO2 (ppb),3.1,2.5,2.7,3.4,6.3,3.2,2.3,2.7,2.9,7.2,6.4,4.1,3.9,3.9,3.3,4.5,3.8,4.4,5.2,3.5,2.8,2.3,3.2,4
462,桃園市,觀音區,觀音,2016/1/3,二氧化氮 NO2 (ppb),12,13,11,22,18,15,17,20,21,27,26,18,,15,11,12,8,21,20,15,25,35,37,23
463,桃園市,觀音區,觀音,2016/1/3,相對濕度 RH (percent),92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
464,桃園市,觀音區,觀音,2016/1/3,一氧化碳 CO (ppm),0.42,0.44,0.43,0.44,0.44,0.43,0.47,0.49,0.45,0.52,0.48,0.39,0.39,0.36,0.3,0.29,0.3,0.3,0.36,0.39,0.44,0.53,0.54,0.48
465,桃園市,觀音區,觀音,2016/1/3,臭氧 O3 (ppb),26,22,24,13,18,22,16,16,22,16,16,26,46,30,36,31,37,24,21,23,9.2,2.7,1.5,3.2
466,桃園市,觀音區,觀音,2016/1/3,懸浮微粒 PM 10  (μg/m 3 ),92,90,85,84,85,87,89,89,83,84,78,73,56,55,57,54,53,51,53,50,56,52,42,23
467,桃園市,觀音區,觀音,2016/1/3,氮氧化物 NOx (ppb),12,13,11,22,18,14,17,21,22,33,32,20,,17,13,15,10,23,23,17,28,40,45,26
468,桃園市,觀音區,觀音,2016/1/3,風速 WIND_SPEED (m/sec),0.5,0.7,1.7,0.7,1.3,1.2,0.9,1.3,1.7,1.6,1.2,2.3,1.9,1.7,1.3,2.5,2.8,2.4,2.3,2,1.5,2.1,1.3,1.6
469,桃園市,觀音區,觀音,2016/1/3,溫度 AMB_TEMP (℃),18,18,18,18,18,18,18,18,19,19,20,19,19,19,19,19,19,19,19,19,19,19,19,19
470,桃園市,觀音區,觀音,2016/1/3,風向 WIND_DIREC (degrees),208,3,127,28,101,109,54,48,60,54,54,72,62,59,78,84,67,87,91,100,80,107,77,96
471,桃園市,觀音區,觀音,2016/1/3,小時風速值 WS_HR (m/sec),0.3,0.4,1,0.5,0.7,1.1,1.1,0.8,1.6,1.5,1.4,1.9,1.8,1.6,1.9,2.1,2.9,2.7,1.9,1.9,1.2,2.1,1.7,1.1
472,桃園市,觀音區,觀音,2016/1/3,酸雨 PH_RAIN (pH),0,0,4.2,0,0,4,0,4.3,4.5,0,4.5,4.6,4.6,4.4,0,4.4,0,0,4.2,0,4.4,0,0,0
473,桃園市,觀音區,觀音,2016/1/3,導電度 RAIN_COND (μmho/cm),0,0,18,0,0,36,0,19,8.5,0,8.9,8.4,8.1,9.5,0,9.7,0,0,16,0,9.8,0,0,0
474,桃園市,觀音區,觀音,2016/1/3,降雨強度 RAIN_INT (㎜),0,0,1,0,0,1,0,1,1,0,1.5,0.5,0.5,0.5,0,0.5,0,0,0.5,0,1,0,0,0
475,桃園市,觀音區,觀音,2016/1/3,小時風向值 WD_HR (degrees),169,290,102,77,89,99,88,46,96,63,70,65,52,74,64,68,51,85,86,95,81,111,100,84
476,桃園市,觀音區,觀音,2016/1/3,一氧化氮 NO (ppb),-0.4,-0.5,-0.4,0,-0.2,-0.2,0,1.2,1.6,5.9,5.9,2.4,,2.6,2.4,2.3,2.3,2.5,2.6,2.3,3,5.3,7.9,3.1
477,桃園市,觀音區,觀音,2016/1/3,細懸浮微粒 PM 2.5  (μg/m 3 ),49,48,43,44,41,41,39,38,39,38,39,38,37,38,37,35,33,29,29,28,28,24,22,21
478,桃園市,觀音區,觀音,2016/1/2,二氧化硫 SO2 (ppb),2,2.3,2.4,2.5,2.2,2.4,2.5,2.3,2.9,2.8,3.3,2.6,2.5,4,3.3,4.4,3.4,4.2,5.6,4.3,5.4,4.7,3.7,4.4
479,桃園市,觀音區,觀音,2016/1/2,二氧化氮 NO2 (ppb),4.6,4.1,4.1,3.9,4.1,4.2,5,5.2,7,8,7.6,7,7.2,10,10,15,13,16,22,12,17,17,16,18
480,桃園市,觀音區,觀音,2016/1/2,相對濕度 RH (percent),84,84,83,84,85,85,87,86,87,88,87,86,85,85,85,84,86,89,90,90,90,92,92,92
481,桃園市,觀音區,觀音,2016/1/2,一氧化碳 CO (ppm),0.35,0.34,0.33,0.33,0.31,0.3,0.3,0.31,0.34,0.36,0.36,0.37,0.38,0.4,0.39,0.41,0.47,0.5,0.55,0.42,0.45,0.46,0.48,0.48
482,桃園市,觀音區,觀音,2016/1/2,臭氧 O3 (ppb),45,46,46,44,45,43,42,41,35,33,35,38,42,41,46,40,42,36,25,38,31,30,25,19
483,桃園市,觀音區,觀音,2016/1/2,懸浮微粒 PM 10  (μg/m 3 ),80,79,78,80,76,75,73,66,70,71,76,51,43,76,82,97,98,105,110,106,103,99,97,95
484,桃園市,觀音區,觀音,2016/1/2,氮氧化物 NOx (ppb),4.5,3.8,4,3.8,3.9,4.2,4.9,5.2,7,8.2,7.8,7.5,7.4,10,10,15,13,16,23,12,17,17,16,18
485,桃園市,觀音區,觀音,2016/1/2,風速 WIND_SPEED (m/sec),2.7,2.8,3.5,3.1,3.4,4,3.5,3.2,2.5,2.5,3.6,3,3.2,2.7,2.7,1.3,1.3,1.8,1.2,1.8,0.8,1.1,0.9,1
486,桃園市,觀音區,觀音,2016/1/2,溫度 AMB_TEMP (℃),19,18,18,18,18,18,18,18,18,19,19,18,19,19,19,19,18,18,18,18,18,18,18,18
487,桃園市,觀音區,觀音,2016/1/2,風向 WIND_DIREC (degrees),63,56,53,46,47,50,49,53,55,64,47,49,52,58,85,49,83,83,53,86,32,72,115,73
488,桃園市,觀音區,觀音,2016/1/2,小時風速值 WS_HR (m/sec),2.5,2.5,2.7,2.7,2.9,3.4,3.7,3.5,2.7,2.8,2.7,2.7,2.2,2.6,2.7,1.8,1.3,1.4,1.2,1.6,1.6,1.5,1.3,0.3
489,桃園市,觀音區,觀音,2016/1/2,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4.4
490,桃園市,觀音區,觀音,2016/1/2,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,19
491,桃園市,觀音區,觀音,2016/1/2,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5
492,桃園市,觀音區,觀音,2016/1/2,小時風向值 WD_HR (degrees),56,59,54,51,49,49,47,48,51,50,53,54,55,54,63,72,54,74,74,68,82,90,96,348
493,桃園市,觀音區,觀音,2016/1/2,一氧化氮 NO (ppb),-0.1,-0.3,-0.1,-0.1,-0.3,-0.1,-0.1,0,0,0.2,0.2,0.5,0.1,0.3,0.2,0.5,0.2,0,0.3,-0.1,-0.1,-0.3,-0.2,-0.2
494,桃園市,觀音區,觀音,2016/1/2,細懸浮微粒 PM 2.5  (μg/m 3 ),43,43,39,39,37,36,34,31,32,34,34,35,36,37,39,43,44,45,51,50,52,51,53,52
495,桃園市,觀音區,觀音,2016/1/1,二氧化硫 SO2 (ppb),7.8,8.3,12,6.9,6.7,9,9.4,10,8,6.4,,2.6,5,2.8,2.6,2.3,2.6,2.3,2.4,2.6,2.7,2.7,3.3,3
496,桃園市,觀音區,觀音,2016/1/1,二氧化氮 NO2 (ppb),23,23,25,21,19,23,20,18,17,14,,6,7.6,4.8,4.7,4.9,6.2,5.8,5.1,4.4,4.5,4.9,5.3,5.1
497,桃園市,觀音區,觀音,2016/1/1,相對濕度 RH (percent),68,67,70,67,69,73,72,70,68,66,,66,70,73,75,77,80,82,84,84,84,85,85,85
498,桃園市,觀音區,觀音,2016/1/1,一氧化碳 CO (ppm),0.45,0.43,0.41,0.34,0.36,0.37,0.35,0.36,0.37,0.37,,,0.33,0.3,0.3,0.29,0.3,0.35,0.35,0.36,0.38,0.39,0.37,0.35
499,桃園市,觀音區,觀音,2016/1/1,臭氧 O3 (ppb),35,34,30,32,33,28,30,30,32,37,17,31,45,47,47,47,44,46,46,47,46,43,44,43
500,桃園市,觀音區,觀音,2016/1/1,懸浮微粒 PM 10  (μg/m 3 ),115,106,101,94,93,84,80,77,78,80,,80,66,70,74,75,75,82,89,92,92,97,101,91
501,桃園市,觀音區,觀音,2016/1/1,氮氧化物 NOx (ppb),24,24,27,22,20,23,21,20,20,17,,6.6,9.2,5.5,5.1,5.1,6.5,5.9,5,4.2,4.3,5,5.2,5
502,桃園市,觀音區,觀音,2016/1/1,風速 WIND_SPEED (m/sec),6.4,6.3,5,5.8,6,5.6,5.6,6.6,7.5,6,,6.8,6.9,7.4,7.1,6.8,6.3,6.5,6.2,5.7,5.3,5,3.6,3
503,桃園市,觀音區,觀音,2016/1/1,溫度 AMB_TEMP (℃),17,17,17,17,17,17,17,18,19,20,,22,21,21,20,20,19,19,19,19,19,19,19,19
504,桃園市,觀音區,觀音,2016/1/1,風向 WIND_DIREC (degrees),85,88,81,88,84,83,90,83,83,88,,55,50,51,47,50,49,48,49,49,48,46,52,52
505,桃園市,觀音區,觀音,2016/1/1,小時風速值 WS_HR (m/sec),6.4,6.2,5.5,5.4,6.1,5.7,5.8,5.8,6.4,6.4,,5.7,6.8,6.9,7.5,6.7,6.3,5.9,5.9,5.8,5.7,4.4,3.9,3.4
506,桃園市,觀音區,觀音,2016/1/1,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
507,桃園市,觀音區,觀音,2016/1/1,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
508,桃園市,觀音區,觀音,2016/1/1,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
509,桃園市,觀音區,觀音,2016/1/1,小時風向值 WD_HR (degrees),85,86,83,84,84,84,85,82,83,85,,63,51,49,47,51,50,48,49,48,49,47,49,49
510,桃園市,觀音區,觀音,2016/1/1,一氧化氮 NO (ppb),1.2,1.1,1.3,0.8,0.8,0.8,1,1.6,3.1,3.5,,0.6,1.6,0.7,0.4,0.2,0.2,0.1,-0.1,-0.2,-0.2,0.1,-0.1,-0.1
511,桃園市,觀音區,觀音,2016/1/1,細懸浮微粒 PM 2.5  (μg/m 3 ),75,74,66,62,59,54,51,47,43,40,0#,40,13,19,27,23,27,29,33,33,37,40,40,44
