序號,縣市,鄉鎮市區,測站,監測日期,測項(單位),0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
134,桃園市,觀音區,觀音,2016/7/24,小時風向值 WD_HR (degrees),245,239,244,249,218,205,210,240,235,253,254,255,264,275,280,306,40,46,45,48,50,65,79,86
135,桃園市,觀音區,觀音,2016/7/24,一氧化氮 NO (ppb),1,0.9,0.8,0.1,0.3,2,5.9,5.1,4.1,2.8,2.2,3.4,3.9,0.9,0.5,0.9,0.9,1.4,0.9,0.5,0.6,0.5,0.6,0.7
136,桃園市,觀音區,觀音,2016/7/24,細懸浮微粒 PM 2.5  (μg/m 3 ),13,7,9,7,13,19,26,23,22,17,22,18,25,20,21,16,22,23,25,24,29,36,39,37
137,桃園市,觀音區,觀音,2016/7/23,二氧化硫 SO2 (ppb),1.1,2.6,3.9,4.3,5.1,5.3,4.7,4.6,3.6,3.1,3.6,2.4,2.3,2.6,2.8,2.4,2.1,1.7,1.6,2.2,2.8,1.6,1.6,2.1
138,桃園市,觀音區,觀音,2016/7/23,二氧化氮 NO2 (ppb),5.9,11,18,21,21,19,16,11,6.6,4.3,4.1,3.5,3.1,2.9,2.6,3.1,2.7,3.1,3,7.3,8.6,6,5.3,5.3
139,桃園市,觀音區,觀音,2016/7/23,相對濕度 RH (percent),91,90,89,89,87,83,80,75,71,66,64,61,60,59,60,57,58,64,73,80,81,79,82,83
140,桃園市,觀音區,觀音,2016/7/23,一氧化碳 CO (ppm),0.13,0.2,0.25,0.27,0.28,0.28,0.27,0.21,0.15,0.15,0.16,0.12,0.12,0.14,0.13,0.11,0.11,0.1,0.11,0.13,0.2,0.15,0.12,0.1
141,桃園市,觀音區,觀音,2016/7/23,臭氧 O3 (ppb),10,4.2,0.3,0.1,0.1,0.9,6.1,14,20,29,37,40,43,49,49,37,29,26,25,17,17,19,18,15
142,桃園市,觀音區,觀音,2016/7/23,懸浮微粒 PM 10  (μg/m 3 ),29,33,39,46,49,49,46,45,37,36,30,37,37,36,39,39,39,31,34,35,32,30,21,23
143,桃園市,觀音區,觀音,2016/7/23,氮氧化物 NOx (ppb),6.5,11,23,31,32,32,26,19,11,6.9,5.8,5,4.5,4.1,3.8,4.5,4,4.6,4.2,8.5,10,7.7,6.2,6.2
144,桃園市,觀音區,觀音,2016/7/23,風速 WIND_SPEED (m/sec),2,1.8,2.2,2.2,2.3,2.2,3,4.5,5.3,5.4,5.6,5.5,4.8,5.4,5,4.8,3.7,3.2,2.4,2.3,1,1.1,1.8,1.5
145,桃園市,觀音區,觀音,2016/7/23,溫度 AMB_TEMP (℃),28,28,28,28,27,27,28,29,31,32,32,33,33,34,34,33,33,32,30,29,29,29,29,29
146,桃園市,觀音區,觀音,2016/7/23,風向 WIND_DIREC (degrees),202,209,220,202,209,211,222,232,247,246,252,253,251,249,250,251,251,238,245,205,76,237,253,246
147,桃園市,觀音區,觀音,2016/7/23,小時風速值 WS_HR (m/sec),1.6,1.8,2,2.1,2.2,2.3,2.5,3.5,4.9,5.5,5.4,5.7,5.3,5.1,4.6,4.6,3.9,3.3,2.7,2,0.7,0.5,1.5,1.6
148,桃園市,觀音區,觀音,2016/7/23,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,桃園市,觀音區,觀音,2016/7/23,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,桃園市,觀音區,觀音,2016/7/23,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,桃園市,觀音區,觀音,2016/7/23,小時風向值 WD_HR (degrees),210,215,209,212,207,209,218,229,245,244,253,253,250,251,250,250,247,244,241,225,161,231,250,251
152,桃園市,觀音區,觀音,2016/7/23,一氧化氮 NO (ppb),0.6,0.7,5.4,10,11,12,9.9,7.2,4.2,2.5,1.7,1.5,1.4,1.2,1.2,1.4,1.3,1.5,1.1,1.3,1.6,1.6,0.9,0.9
153,桃園市,觀音區,觀音,2016/7/23,細懸浮微粒 PM 2.5  (μg/m 3 ),7,11,18,18,24,22,26,25,21,17,9,6,9,17,20,22,18,16,11,23,25,26,16,11
154,桃園市,觀音區,觀音,2016/7/22,二氧化硫 SO2 (ppb),2.8,2.7,3.7,3,2.1,1.9,1.9,1.9,1.6,0.9,1.2,0.8,0.8,0.4,0.3,0.5,0.8,0.2,0.3,0.8,0.7,0.6,0.8,0.6
155,桃園市,觀音區,觀音,2016/7/22,二氧化氮 NO2 (ppb),14,20,23,10,5.5,5.6,5.4,4.9,3.7,2.1,2.1,1.9,1.6,1.5,1.8,1.9,2.6,2.6,4.2,7.5,5.6,6.1,7,6.2
156,桃園市,觀音區,觀音,2016/7/22,相對濕度 RH (percent),81,84,88,88,86,87,87,81,73,64,61,61,56,55,57,59,57,61,68,75,83,85,88,90
157,桃園市,觀音區,觀音,2016/7/22,一氧化碳 CO (ppm),0.26,0.26,0.29,0.18,0.1,0.1,0.09,0.11,0.09,0.08,0.08,0.09,0.08,0.08,0.07,0.09,0.09,0.1,0.14,0.16,0.11,0.12,0.12,0.11
158,桃園市,觀音區,觀音,2016/7/22,臭氧 O3 (ppb),9.1,3.7,0.6,7.8,14,13,14,16,20,26,27,26,24,24,24,23,21,21,17,11,15,12,11,12
159,桃園市,觀音區,觀音,2016/7/22,懸浮微粒 PM 10  (μg/m 3 ),48,46,40,36,34,36,32,27,23,22,26,28,27,23,33,37,36,27,25,31,27,28,24,28
160,桃園市,觀音區,觀音,2016/7/22,氮氧化物 NOx (ppb),15,20,27,11,6.1,6.1,6.8,7.2,5.6,3.1,3.1,2.9,2.6,2.3,2.8,2.9,4.1,3.7,5.2,8.3,6.1,6.7,7.6,6.8
161,桃園市,觀音區,觀音,2016/7/22,風速 WIND_SPEED (m/sec),1.5,1,1.8,4.2,4,3.6,4.8,5.2,6,5.1,6.5,5.8,6.6,6,5.3,4.9,3.3,2.7,2.4,1.8,1.8,1.2,1.4,1.6
162,桃園市,觀音區,觀音,2016/7/22,溫度 AMB_TEMP (℃),29,28,28,28,29,28,29,30,31,31,32,33,33,33,33,33,33,32,31,30,29,29,29,29
163,桃園市,觀音區,觀音,2016/7/22,風向 WIND_DIREC (degrees),244,262,221,245,245,245,248,242,236,235,249,249,243,250,249,243,241,237,226,226,204,195,229,242
164,桃園市,觀音區,觀音,2016/7/22,小時風速值 WS_HR (m/sec),1.1,1.2,1.8,3.4,4.1,3.5,4.2,4.6,4.9,5.6,5.6,5.8,6.3,5.7,5.2,4.9,4.1,3.5,2.5,1.9,1.8,1.5,1.2,1.5
165,桃園市,觀音區,觀音,2016/7/22,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,桃園市,觀音區,觀音,2016/7/22,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,桃園市,觀音區,觀音,2016/7/22,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,桃園市,觀音區,觀音,2016/7/22,小時風向值 WD_HR (degrees),247,252,213,244,246,244,247,247,242,241,246,245,245,249,251,243,245,240,237,234,212,229,213,232
169,桃園市,觀音區,觀音,2016/7/22,一氧化氮 NO (ppb),0.5,0.8,3.6,0.9,0.7,0.6,1.4,2.3,1.9,1,1.1,1.1,0.9,0.8,0.9,1,1.5,1.1,0.9,0.8,0.5,0.6,0.6,0.6
170,桃園市,觀音區,觀音,2016/7/22,細懸浮微粒 PM 2.5  (μg/m 3 ),16,15,18,18,18,13,13,13,20,11,10,3,8,7,9,9,9,11,11,17,17,17,10,9
171,桃園市,觀音區,觀音,2016/7/21,二氧化硫 SO2 (ppb),3.7,3.3,3.4,2.6,2.9,4.9,3.5,3.9,3.1,2.5,2.1,1.3,0.9,0.9,1.4,0.7,0.7,0.8,1.1,1.7,1.3,1.3,2.2,2.1
172,桃園市,觀音區,觀音,2016/7/21,二氧化氮 NO2 (ppb),16,18,20,18,16,15,13,12,8,5.5,5.4,6.3,6.3,2.5,2.4,2.2,2.6,3,5,6.6,6.8,9.4,17,15
173,桃園市,觀音區,觀音,2016/7/21,相對濕度 RH (percent),81,84,84,84,83,83,81,79,75,73,72,67,66,67,67,66,65,63,68,68,72,76,79,80
174,桃園市,觀音區,觀音,2016/7/21,一氧化碳 CO (ppm),0.25,0.24,0.24,0.23,0.2,0.21,0.22,0.22,0.18,0.16,0.14,0.09,0.09,0.09,0.08,0.11,0.15,0.13,0.15,0.18,0.19,0.22,0.32,0.27
175,桃園市,觀音區,觀音,2016/7/21,臭氧 O3 (ppb),5.4,2,2.3,3.5,4.3,5.1,9.1,13,21,29,33,25,25,28,30,27,25,24,20,17,15,9.7,5.3,9.8
176,桃園市,觀音區,觀音,2016/7/21,懸浮微粒 PM 10  (μg/m 3 ),34,39,42,43,45,47,45,39,36,29,31,21,26,26,33,35,37,38,35,38,37,46,48,51
177,桃園市,觀音區,觀音,2016/7/21,氮氧化物 NOx (ppb),17,19,22,23,19,17,17,18,12,7.1,6.6,8.9,9.6,3.5,3.1,2.9,3.3,3.8,5.7,6.9,7.4,10,18,16
178,桃園市,觀音區,觀音,2016/7/21,風速 WIND_SPEED (m/sec),1.2,1.3,0.5,1.1,1.3,1.2,1.7,2.9,4.1,5.9,5.6,7.6,6.3,5,5.6,5.7,4.1,3.6,2.5,2.7,1.8,1.3,1.2,1.2
179,桃園市,觀音區,觀音,2016/7/21,溫度 AMB_TEMP (℃),28,28,28,28,28,28,28,29,31,31,32,32,33,33,32,32,32,32,31,30,29,29,29,29
180,桃園市,觀音區,觀音,2016/7/21,風向 WIND_DIREC (degrees),219,199,142,194,195,195,196,238,236,249,256,254,250,252,254,249,238,237,220,233,217,199,194,199
181,桃園市,觀音區,觀音,2016/7/21,小時風速值 WS_HR (m/sec),1.6,1.6,0.7,0.9,1,1.5,1.2,2.1,3.7,5.4,5.6,6.5,6.2,5.6,5.6,5.6,4.2,3.8,2.3,2.3,1.9,1.5,1.3,1.3
182,桃園市,觀音區,觀音,2016/7/21,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,桃園市,觀音區,觀音,2016/7/21,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,桃園市,觀音區,觀音,2016/7/21,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,桃園市,觀音區,觀音,2016/7/21,小時風向值 WD_HR (degrees),201,204,161,184,183,190,192,229,234,246,253,253,252,251,251,249,243,237,229,225,221,222,203,190
186,桃園市,觀音區,觀音,2016/7/21,一氧化氮 NO (ppb),0.6,0.7,1.8,5.7,2.7,1.6,3.9,5.5,3.8,1.6,1.2,2.5,3.3,1,0.7,0.7,0.7,0.8,0.7,0.4,0.6,0.7,0.9,0.7
187,桃園市,觀音區,觀音,2016/7/21,細懸浮微粒 PM 2.5  (μg/m 3 ),19,18,18,16,19,19,22,17,16,15,18,17,16,15,18,15,15,11,16,18,18,19,17,15
188,桃園市,觀音區,觀音,2016/7/20,二氧化硫 SO2 (ppb),3.9,6.4,4.3,3.1,2.5,2.5,2.4,2.8,3,2.4,2.8,2.6,1.5,1.7,2.6,0.8,1.4,1.5,1.4,2,2.2,2.1,3.1,5.9
189,桃園市,觀音區,觀音,2016/7/20,二氧化氮 NO2 (ppb),15,15,13,14,12,12,11,9.6,7.1,5.6,5.7,5.8,4.4,4.9,11,2.9,3.3,3.6,4,6.2,7.5,12,20,20
190,桃園市,觀音區,觀音,2016/7/20,相對濕度 RH (percent),72,72,70,71,71,69,71,72,72,73,71,69,68,66,69,77,77,73,76,79,78,81,80,80
191,桃園市,觀音區,觀音,2016/7/20,一氧化碳 CO (ppm),0.23,0.24,0.16,0.16,0.15,0.13,0.15,0.19,0.16,0.14,0.16,0.14,0.1,0.07,0.08,0.08,0.09,0.1,0.11,0.13,0.12,0.21,0.31,0.31
192,桃園市,觀音區,觀音,2016/7/20,臭氧 O3 (ppb),2.9,1.8,3.4,4.2,6.4,6.6,8.4,14,22,29,41,43,35,20,14,21,23,20,18,15,14,8.6,7.3,3.7
193,桃園市,觀音區,觀音,2016/7/20,懸浮微粒 PM 10  (μg/m 3 ),32,36,32,30,24,24,20,31,30,25,17,21,31,32,27,27,34,40,42,37,39,33,31,26
194,桃園市,觀音區,觀音,2016/7/20,氮氧化物 NOx (ppb),19,19,16,17,12,12,15,14,9.9,7.1,6.8,6.7,5.4,7,21,3.6,3.9,4.2,4.5,6.7,7.8,12,21,21
195,桃園市,觀音區,觀音,2016/7/20,風速 WIND_SPEED (m/sec),0.8,1.5,1,1.3,2.1,1.7,2,4.5,5.5,6,6.1,6.9,6.8,7.1,5.3,3.4,3.3,4,2.3,2.4,2.2,1.7,1.8,2.5
196,桃園市,觀音區,觀音,2016/7/20,溫度 AMB_TEMP (℃),28,28,28,28,28,28,29,30,31,32,32,33,33,33,32,30,30,31,30,29,29,29,29,29
197,桃園市,觀音區,觀音,2016/7/20,風向 WIND_DIREC (degrees),131,132,145,198,206,197,231,240,248,249,251,255,253,253,247,243,241,239,243,213,204,124,192,207
198,桃園市,觀音區,觀音,2016/7/20,小時風速值 WS_HR (m/sec),0.9,1.6,0.8,1.2,1.5,1.8,1.7,3.6,4.7,5.6,6.3,6.2,6.5,6.6,6.5,4.3,3.3,3.2,2.9,2.4,2.3,1.1,1.4,2
199,桃園市,觀音區,觀音,2016/7/20,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,桃園市,觀音區,觀音,2016/7/20,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,桃園市,觀音區,觀音,2016/7/20,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,桃園市,觀音區,觀音,2016/7/20,小時風向值 WD_HR (degrees),162,125,135,189,199,202,211,238,240,248,249,254,252,251,251,244,233,237,237,220,211,171,186,200
203,桃園市,觀音區,觀音,2016/7/20,一氧化氮 NO (ppb),4.1,3.4,2.4,3,0.5,0.7,3.9,4.7,2.8,1.5,1.1,1,1,2.1,9.7,0.7,0.5,0.6,0.5,0.5,0.4,0.5,0.7,0.9
204,桃園市,觀音區,觀音,2016/7/20,細懸浮微粒 PM 2.5  (μg/m 3 ),17,14,7,6,6,6,7,9,6,11,10,10,12,10,15,7,11,8,12,13,15,13,14,17
205,桃園市,觀音區,觀音,2016/7/19,二氧化硫 SO2 (ppb),4,5.6,7.3,5.6,5.3,4.4,3.6,3.7,4.5,2.8,2,4.4,3.3,2.2,1.6,1.6,1.4,1.8,1.9,1.9,2.7,2.2,2.5,4.7
206,桃園市,觀音區,觀音,2016/7/19,二氧化氮 NO2 (ppb),25,19,18,27,16,14,9.6,7.9,6.4,3.6,4.5,7.7,10,15,3.9,2,2.1,2.3,8,6.3,7.3,12,17,19
207,桃園市,觀音區,觀音,2016/7/19,相對濕度 RH (percent),73,71,73,73,73,74,71,71,68,66,66,66,67,64,74,79,82,81,76,70,70,74,74,73
208,桃園市,觀音區,觀音,2016/7/19,一氧化碳 CO (ppm),0.39,0.25,0.25,0.25,0.22,0.19,0.16,0.15,0.24,0.13,0.15,0.22,0.15,0.1,0.08,0.11,0.1,0.12,0.22,0.14,0.16,0.2,0.26,0.29
209,桃園市,觀音區,觀音,2016/7/19,臭氧 O3 (ppb),0.8,0.9,0.7,0.4,0.6,2.5,7.7,10,14,21,36,39,50,21,28,26,25,26,19,16,11,7,3,1.3
210,桃園市,觀音區,觀音,2016/7/19,懸浮微粒 PM 10  (μg/m 3 ),35,35,37,43,45,43,37,31,24,28,36,38,31,30,33,41,36,40,46,48,39,25,20,27
211,桃園市,觀音區,觀音,2016/7/19,氮氧化物 NOx (ppb),30,27,24,39,25,18,14,15,12,6.6,6.9,10,14,26,6.2,3.3,3.3,3.6,9.3,7.5,8.5,13,19,23
212,桃園市,觀音區,觀音,2016/7/19,風速 WIND_SPEED (m/sec),1.3,1,0.7,1.1,1.7,1.9,2.5,4.4,5.3,6.6,5.9,6.4,6.9,7.2,5.3,4.5,5,2.6,4,3.6,1.6,0.9,1.9,0.9
213,桃園市,觀音區,觀音,2016/7/19,溫度 AMB_TEMP (℃),29,29,28,28,27,27,28,30,31,32,32,33,33,33,31,30,30,30,29,29,29,28,28,28
214,桃園市,觀音區,觀音,2016/7/19,風向 WIND_DIREC (degrees),110,131,55,134,201,182,220,234,249,254,252,253,257,250,249,243,242,203,230,229,129,146,128,164
215,桃園市,觀音區,觀音,2016/7/19,小時風速值 WS_HR (m/sec),1.1,0.6,0.5,0.6,1.1,2,2.2,3.1,4.4,5.5,5.7,6.4,6.6,7.2,6.4,5.3,4.3,4.2,3,3.6,1.9,1.1,1.4,0.9
216,桃園市,觀音區,觀音,2016/7/19,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,桃園市,觀音區,觀音,2016/7/19,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,桃園市,觀音區,觀音,2016/7/19,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,桃園市,觀音區,觀音,2016/7/19,小時風向值 WD_HR (degrees),108,136,103,109,186,195,196,225,237,248,251,252,256,253,252,246,240,229,215,235,199,161,130,145
220,桃園市,觀音區,觀音,2016/7/19,一氧化氮 NO (ppb),5.5,7.7,6.2,12,9,4,4.9,6.7,5.6,3.1,2.4,2.8,3.3,11,2.3,1.3,1.2,1.3,1.3,1.3,1.2,1.7,1.8,3.9
221,桃園市,觀音區,觀音,2016/7/19,細懸浮微粒 PM 2.5  (μg/m 3 ),16,14,15,8,13,6,11,11,16,14,11,15,17,15,9,9,13,20,19,21,15,12,11,17
222,桃園市,觀音區,觀音,2016/7/18,二氧化硫 SO2 (ppb),3.1,3,5.2,6.8,4.1,2.6,2.6,2.8,2.6,2.1,2.2,3.4,2.5,1.4,,2.1,2,2.2,2.1,2,2.1,2,2.1,3.1
223,桃園市,觀音區,觀音,2016/7/18,二氧化氮 NO2 (ppb),16,25,15,17,17,14,6.8,8.6,8.2,5.9,4.7,5.7,4.5,3,2.8,3,6,7.2,4,3.6,5.5,11,12,20
224,桃園市,觀音區,觀音,2016/7/18,相對濕度 RH (percent),84,81,78,78,80,80,84,77,70,66,63,64,67,75,74,73,67,71,84,86,85,81,81,75
225,桃園市,觀音區,觀音,2016/7/18,一氧化碳 CO (ppm),0.17,0.24,0.24,0.24,0.25,0.26,0.15,0.19,0.18,0.13,0.12,0.17,0.12,0.08,0.08,0.09,0.15,0.16,0.09,0.08,0.13,0.21,0.22,0.31
226,桃園市,觀音區,觀音,2016/7/18,臭氧 O3 (ppb),12,5.3,2.2,2,3,4.1,11,12,16,22,30,34,30,32,26,25,31,31,23,19,20,15,11,4.4
227,桃園市,觀音區,觀音,2016/7/18,懸浮微粒 PM 10  (μg/m 3 ),43,41,45,42,45,38,36,37,41,41,44,44,41,39,33,36,29,34,37,41,31,33,32,41
228,桃園市,觀音區,觀音,2016/7/18,氮氧化物 NOx (ppb),16,26,17,19,18,16,8.4,13,12,8.8,6.1,7.3,5.8,3.6,3.6,3.9,6.9,8.2,4.5,4.1,5.7,12,13,21
229,桃園市,觀音區,觀音,2016/7/18,風速 WIND_SPEED (m/sec),0.7,1.2,1.3,1.9,1.5,1.5,1.8,2.6,3.5,4.6,6.3,7.3,6.6,1.2,3.6,2.7,3.1,5,4.3,3.7,2.5,2.6,1.2,1.2
230,桃園市,觀音區,觀音,2016/7/18,溫度 AMB_TEMP (℃),29,29,29,28,28,28,28,30,31,32,33,33,33,31,32,32,32,31,30,29,29,29,29,29
231,桃園市,觀音區,觀音,2016/7/18,風向 WIND_DIREC (degrees),111,146,95,127,206,195,192,210,235,253,248,252,255,201,199,221,227,247,245,240,237,246,124,85
232,桃園市,觀音區,觀音,2016/7/18,小時風速值 WS_HR (m/sec),0.6,0.9,0.9,1.6,1,1.2,1.8,2.3,2.8,3.9,5.2,6.4,6.7,2.8,,3.4,2.8,3.7,4.1,3.7,3,1.8,1.6,0.9
233,桃園市,觀音區,觀音,2016/7/18,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,桃園市,觀音區,觀音,2016/7/18,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,桃園市,觀音區,觀音,2016/7/18,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,桃園市,觀音區,觀音,2016/7/18,小時風向值 WD_HR (degrees),130,108,105,123,178,192,226,201,227,246,250,250,255,242,,236,229,244,247,241,241,234,222,129
237,桃園市,觀音區,觀音,2016/7/18,一氧化氮 NO (ppb),0.6,1,1.7,1.7,1.3,1.4,1.6,4.3,4,2.8,1.4,1.6,1.3,0.7,0.8,0.8,0.9,1,0.5,0.4,0.3,0.4,0.4,0.9
238,桃園市,觀音區,觀音,2016/7/18,細懸浮微粒 PM 2.5  (μg/m 3 ),11,15,17,15,15,11,14,15,17,16,15,17,16,17,13,15,15,18,18,17,11,11,11,16
239,桃園市,觀音區,觀音,2016/7/17,細懸浮微粒 PM 2.5  (μg/m 3 ),21,22,16,18,18,24,19,18,10,10,14,18,22,14,18,15,18,14,17,16,19,14,13,10
240,桃園市,觀音區,觀音,2016/7/17,二氧化氮 NO2 (ppb),10,10,12,11,15,16,9.9,7.3,5.2,5.1,6.3,2.8,2.1,2.1,1.8,1.8,2.2,2.6,3.9,6.3,5.6,4.1,4.9,9.9
241,桃園市,觀音區,觀音,2016/7/17,相對濕度 RH (percent),87,85,87,85,82,82,81,75,70,70,67,66,65,63,65,73,75,75,77,75,77,83,85,84
242,桃園市,觀音區,觀音,2016/7/17,一氧化碳 CO (ppm),0.19,0.2,0.18,0.19,0.2,0.2,0.18,0.15,0.14,0.16,0.17,0.13,0.1,0.1,0.09,0.1,0.11,0.1,0.11,0.15,0.15,0.12,0.12,0.18
243,桃園市,觀音區,觀音,2016/7/17,臭氧 O3 (ppb),5.3,7.8,5.4,5.6,2.4,2.8,8.2,13,19,23,22,27,24,23,24,25,24,22,19,17,20,24,20,13
244,桃園市,觀音區,觀音,2016/7/17,懸浮微粒 PM 10  (μg/m 3 ),49,48,44,32,33,35,41,36,35,31,27,26,27,38,42,43,38,39,40,48,48,49,42,41
245,桃園市,觀音區,觀音,2016/7/17,氮氧化物 NOx (ppb),11,11,13,12,15,18,13,11,7.9,7.3,9.7,3.9,3,2.9,2.5,2.4,2.8,3.2,4.5,6.9,6.2,4.5,5.3,10
246,桃園市,觀音區,觀音,2016/7/17,風速 WIND_SPEED (m/sec),2.8,3.3,3.2,3,2.8,2.5,3.4,5.1,5.7,6.8,7.6,6.8,6.8,7,5.5,4,3,2,2,2.2,1.7,1.4,1.1,0.8
247,桃園市,觀音區,觀音,2016/7/17,導電度 RAIN_COND (μmho/cm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,桃園市,觀音區,觀音,2016/7/17,溫度 AMB_TEMP (℃),29,29,29,29,29,28,29,30,32,32,33,33,33,34,33,32,31,31,30,30,,29,29,29
249,桃園市,觀音區,觀音,2016/7/17,風向 WIND_DIREC (degrees),227,237,223,222,230,223,227,237,240,237,250,254,248,252,245,249,240,212,224,258,250,240,235,188
250,桃園市,觀音區,觀音,2016/7/17,小時風速值 WS_HR (m/sec),2.9,3.4,3.4,3,2.7,2.7,2.9,4.1,5.5,6,6.7,7,7.1,6.5,5.8,4.5,3.6,2.3,1.6,1.7,1.8,1.3,1,0.9
251,桃園市,觀音區,觀音,2016/7/17,酸雨 PH_RAIN (pH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,桃園市,觀音區,觀音,2016/7/17,降雨強度 RAIN_INT (㎜),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,桃園市,觀音區,觀音,2016/7/17,小時風向值 WD_HR (degrees),232,242,227,226,221,230,215,236,241,243,247,252,250,253,250,244,243,228,218,244,245,218,248,193
254,桃園市,觀音區,觀音,2016/7/17,一氧化氮 NO (ppb),0.7,0.8,0.8,0.6,0.9,1.9,3.3,3.8,2.7,2.2,3.4,1,0.9,0.8,0.7,0.7,0.6,0.6,0.5,0.7,0.5,0.5,0.4,0.4
255,桃園市,觀音區,觀音,2016/7/17,二氧化硫 SO2 (ppb),,,,,,,,,,,,,,,0.7,1.1,1,1.1,1.9,2.1,1.3,1.4,1.6,2.3
256,桃園市,觀音區,觀音,2016/7/16,二氧化硫 SO2 (ppb),2,3.1,3.6,4,,,,,,,,,,,,,,,,,,,,
257,桃園市,觀音區,觀音,2016/7/16,二氧化氮 NO2 (ppb),9.4,9.4,7.5,10,12,9.7,8.3,6.9,5.6,4.8,4.2,4.8,2.7,1.7,1.7,1.9,1.7,2,7.6,9.6,7.3,6.6,8.8,10
258,桃園市,觀音區,觀音,2016/7/16,相對濕度 RH (percent),80,82,84,84,83,82,79,75,77,74,69,66,63,64,68,69,65,62,67,79,81,82,83,86
259,桃園市,觀音區,觀音,2016/7/16,一氧化碳 CO (ppm),0.13,0.13,0.17,0.18,0.15,0.13,0.15,0.15,0.18,0.19,0.18,0.18,0.1,0.09,0.08,0.08,0.09,0.1,0.18,0.22,0.17,0.15,0.16,0.18
260,桃園市,觀音區,觀音,2016/7/16,臭氧 O3 (ppb),6.8,7.4,7.7,6.3,4.6,7.7,10,15,19,23,27,30,23,23,23,25,24,20,19,17,19,17,11,8.5
261,桃園市,觀音區,觀音,2016/7/16,懸浮微粒 PM 10  (μg/m 3 ),38,31,36,38,43,42,44,39,39,32,43,48,56,51,46,43,48,45,50,56,64,65,55,49
262,桃園市,觀音區,觀音,2016/7/16,氮氧化物 NOx (ppb),10,10,8,11,13,11,11,11,8.7,7.1,5.8,6.6,3.9,2.5,2.6,2.8,2.6,2.7,8.7,10,7.9,7.3,9.3,11
263,桃園市,觀音區,觀音,2016/7/16,風速 WIND_SPEED (m/sec),5.7,6.2,5.5,5.6,4.3,4.4,5.8,4.3,0.4,0.4,0.4,0.4,0.4,,8.8,8,8.3,5.1,2.9,4.1,3.9,4.3,3.8,3.8
264,桃園市,觀音區,觀音,2016/7/16,溫度 AMB_TEMP (℃),29,29,29,29,28,28,29,30,31,32,32,33,33,33,33,32,32,32,31,30,30,,30,29
265,桃園市,觀音區,觀音,2016/7/16,風向 WIND_DIREC (degrees),248,244,241,239,241,230,228,247,246,243,242,253,249,201,242,243,247,241,247,248,242,240,230,241
266,桃園市,觀音區,觀音,2016/7/16,小時風速值 WS_HR (m/sec),6.1,6.2,5.5,5.3,4.5,4.3,5.2,5,0.4,0.4,0.4,0.4,0.4,,,8.3,8.1,6.2,3.8,3.6,4,4.4,4.3,3.5
